LD_000091,Kullavik,LD00091,必招 6 月,,,永康市鑫睿进出口有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T4,7495624381494691982,家具家装,wangsong.0925,BD,江家徵,,电商负责人 - 拉普拉斯,/,杭州,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_000092,PremeCollectibles,LD00092,必招 6 月,,,鸿骏驰商贸（深圳）有限责任公司,Fashion,HIPO靶向商家,美区T4,Collectibles,Trading Cards & Accessories,,T5,7496063327475567335,运动潮奢,hsinyi.7,BD,李京达,唐薇,张嘉鸿 Tom,/,/,,是,5-已入驻,,,,,,,,7494380944086632414,,,,,,7494380944086632414,已填写,,,,,,,,2026-01-26,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000093,AUSELILY,LD00093,必招 6 月,,,泉州衡芳澜电子商务有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,#N/A,Women's Dresses,,T5,7495652232633813713,服饰服配,jiangshan.amber,BD,张志强,,HKGBCB8LQLPQ/HKDECBELQLPE,/,/,,是,5-已入驻,,,,,,,7494374578560730840,7494376362261971975,,,,,,"7494376362261971975,7494374578560730840",已填写,2026-01-19,3.other,1,0,0,,T0,2026-01-20,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000094,KastKingUSA,LD00094,必招 6 月,,,深圳市顺英网络科技有限公司,Fashion,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Leisure & Outdoor Recreation Equipment,,T5,7495331430303369783,运动潮奢,zhuyanan.1202,BD,张志强,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000095,Tuneful Hair,LD00095,必招 6 月,AM招商推进,fashion自补,许昌伊秀发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,刘亚婷,T4,7495665464228940356,服饰服配,weiyue.0123,AM/BD,张志强,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7494704264045366197,,,,,,7494704264045366197,已填写,,,,,,,,2022-08-03,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000096,TimeOFF Sports,LD00096,必招 6 月,,,广州亦熙贸易有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Sport & Outdoor Clothing,,T5,7496052770604616432,运动潮奢,shenzehong,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494492329112667887,7494492307106399284,,,,,,"7494492329112667887,7494492307106399284",已填写,2026-03-14,2.hipo,1,1,0,,T0,2026-03-14,3.other,1,1,1,33.46,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_000097,QINSEN,LD00097,必招 6 月,AM招商推进,fashion自补,琴森（聚合）,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Tops,崔媚君,T5,7495294890295659065,服饰服配,jiangshan.amber,AM/BD,赵月晨,谢冰沁Bibi,待建联 入驻UK 捞户,/,/,,是,5-已入驻,,,,,,,,7494472708332291735,,,,,,"7494917361290741847,7494472708332291735",已填写,,,,,,,,2026-05-14,2.hipo,1,1,0,29.41,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_000098,Sweet Furniture S,LD00098,必招 6 月,,,DUMOS HOME INC,Home&Living,HIPO靶向商家,美区T5,Furniture,Indoor Furniture,,T5,7495351815836895955,日用家纺,yangli.lee,BD,张志强,,拜访过了,/,/,,是,5-已入驻,,,,,,,7495487909990402069,,,,,,,7495487909990402069,已填写,2025-06-29,3.other,0,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000099,Creality official,LD00099,必招 6 月,,,创想三维,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Office Equipment,,T5,7495875012963961571,3C,wangzhenwei.1,BD,李泽,,张浩-TTS负责人,@张皓,深圳,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_000100,SENZA VINTAGE,LD00100,必招 7 月,,,SENZA INTERNATIONAL,Fashion,HIPO靶向商家,美区T5,Pre-Owned,/,,T5,NULL,NULL,NULL,BD,张志强,,/,/,/,,否,1-待触达,,二手买卖T4不能报白,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
