LD_002841,UGREEN UK,LD02871,,,,香港绿联有限公司,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,NULL,,T0,7494083420915599016,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494645450894772829,,,,,,7494645450894772829,已填写,,,,,,,,2022-07-19,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002842,Moplushtoys4,LD02872,,,,桂林汇响电子商务有限公司第四分公司,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,NULL,,T0,7494878196698090483,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494157227663787816,,,,,,7494157227663787816,已填写,,,,,,,,2025-09-18,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002843,Bolesicshopping.GB,LD02873,,,,深圳市博乐新科电子有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7494558696642480888,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002844,NEBIOFF,LD02874,,,,广州市元雅电子科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494976476389673835,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002845,wahool,LD02875,,,,北京思美佳乐科技有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7494511037147220024,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002846,Weilisi EU&UK,LD02876,,,,深圳市思卓信科技有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,Mobile Phone Accessories,,T1,7496260201584233173,新开国,faye.liu,,,,/,/,/,,是,1-待触达,,,,,,,,7496260201584233173,,,,,,7496260201584233173,已填写,,,,,,,,2025-07-02,2.hipo,1,1,1,419.64,T1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002847,Chromatica Home,LD02877,,,,恩施市御天文化传媒有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,Women's Underwear,,T1,7496230490508724323,新开国,liqi.seven,,,,/,/,/,,是,5-已入驻,,,,,,,,7494272137319580996,,,,,,7494272137319580996,已填写,,,,,,,,2025-11-24,2.hipo,1,1,1,5460.79,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002848,EcoFlow UK,LD02878,,,,深圳市正浩创新科技股份有限公司,Home&Living,HIPO靶向商家,美区T5,Home Improvement,NULL,,T0,7494458715375962934,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496209393751263627,,,,,,7496209393751263627,已填写,,,,,,,,2025-05-28,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002849,CNCBJLLL2Y,LD02879,,,,如喆（上海）信息科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494081605244585524,育商,NULL,,,,/,/,/,,是,7-已清退,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002850,Cubidupi,LD02880,,,,氦心科技（深圳）有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494081621448558496,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
