LD_002281,DailyNest202,LD02296,,,,义乌市方创网络科技有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Home Decor,,T1,7496226933992360453,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002282,MaMaNail,LD02297,,,,义乌市壬利工艺品有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002283,ZOOONE Global,LD02298,,,,一只蓝鲸(杭州)网络技术有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T1,7496156505184045798,快消生活,qilinyou,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002284,HEGERBABY CARE,LD02299,,,,閱信商贸有限公司,Home&Living,HIPO靶向商家,CNOB,"Mom & Babies, Health",/,,,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002285,Zylindrix Inc,LD02300,,,,云南欧记熙宴餐饮管理有限公司,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T1,7496238161974888987,快消生活,qilinyou,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002286,NXQ-MX,LD02301,,,,张湾区杭霖道百货商行(个体工商户),Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002287,BeautyGummi,LD02302,,,,郑州宸满健康管理有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Mom & Babies, Health",/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002288,Josend.TH,LD02303,,,,中山市唯佳电子商务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002289,Memeeie quần băng vệ sinh,LD02304,,,,洲贝,Beauty&FMCG,HIPO靶向商家,CNOB,"Health, Beauty & Personal Care",/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002290,Oasin,LD02305,,,,郑州黑帆贸易有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
