LD_005861,LIKIMIO Furniture,LD05903,,AM招商推进,,深圳市闰禾贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Indoor Furniture,,T3,7495668372284475571,家具家装,caoyang.garrison,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005862,Practical Perfections,LD05904,,AM招商推进,,深圳市荣盛扬科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Bath & Body Care,,T4,7495569595284884380,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,5-已入驻,,,,,,,,7496121259520395929,,,,,,,已填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005863,HiPlus Nutrition,LD05905,,,,SUPER ENLIGHT LLC,Beauty&FMCG,HIPO靶向商家,美区T4,Health,/,,#N/A,7496253909788690599,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005864,Whimsical Warehouse store,LD05906,,AM招商推进,,深圳市恒派优品贸易有限公司,3C,HIPO靶向商家,美区T4,Beauty & Personal Care,Personal Care Appliances,,T4,7494124441944295211,3C,zhangwenli.168,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005865,Nebility MENS,LD05907,,AM招商推进,fashion自补,TAILONG INC.,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,/,祝航宇,T4,7495168096336775923,服饰服配,youwenhao.ywh,AM,,罗才鑫,另外个店铺已开Nebility-UK,/,/,,是,5-已入驻,,,,,,,,7496155717257890114,,,,,,,已填写,,,,,,,,2025-04-19,2.hipo,1,1,1,62.26,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005866,Hobibear Shoes,LD05908,,,,晋江哈比熊鞋服有限责任公司,Fashion,HIPO靶向商家,美区T4,Shoes,/,,#N/A,8647408239718013257,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494109538188821566,,,,,,,7494109538188821566,已填写,2026-03-07,2.hipo,1,1,1,13271.20,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005867,Recaceik-TK,LD05909,,,,Xinqiang Industrial (HK) Limited,Home&Living,HIPO靶向商家,美区T4,Furniture,Indoor Furniture,,T3,7495802117403019802,家具家装,zhulong.zhu,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005868,KICKS CREW SNEAKERS,LD05910,,AM招商推进,,KICKS CREW GROUP COMPANY LIMITED,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Sports Footwear,,T4,7496270331143097201,运动潮奢,wuhao.howie,AM,,张玲,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005869,SEESE,LD05911,,,,SEESE UNKNOWNS LIMITED,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,/,,T3,7496078458959072137,汽摩工具,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,,7496158648874207256,,,,,,7496158648874207256,已填写,,,,,,,,2025-04-22,2.hipo,1,1,1,1849.60,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005870,OQQfitness,LD05912,必招 7 月,,,TABO E-COMMERCE LLC,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Dresses,,T3,7495434867079940457,服饰服配,zhaoyingyi.zz,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,7495956621696666354,7495434867079940457,,,,,,"7495434867079940457,7495956621696666354",已填写,2026-01-28,2.hipo,1,0,0,,T0,2023-11-24,3.other,1,1,1,177094.75,T4,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
