LD_001811,AONTESS,LD01818,,,,深圳市优尔技术有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Sports & Outdoor Play,,T2,7496261963944201160,快消生活,fanwenjun.215,,,,/,/,/,,是,1-待触达,,,,,,,,7494306885675877545,,,,,,7494306885675877545,已填写,,,,,,,,2025-12-12,3.other,1,1,1,624.42,T1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001812,Amiro Beauty,LD01819,,,,深圳市宗匠科技有限公司盐城分公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",Skincare,,T1,7496301808852306861,快消生活,chenhaihua,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001813,PRETTYME Indonesia,LD01820,,,,深圳亿千喜实业有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001814,lessxcoco.my,LD01821,,,,糖果集团,Beauty&FMCG,HIPO靶向商家,CNOB,BHPC,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001815,pinkpunkcosmetics,LD01822,,,,桃又野（聚合）,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001816,Perfectdiary.vn,LD01823,,,,完美日记,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001817,GUYU Global,LD01824,,,,未必文化传媒(广州)有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",Skincare,,T2,7495880505957190406,快消生活,wanghuarong.925,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001818,bornprettynailsPH,LD01825,,,,武汉市中美晟科技有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001819,CLOUD3508,LD01826,,,,香港瑞景科創有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T4,7495943928077125948,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494286534741886914,,,,,,7494286534741886914,已填写,,,,,,,,2025-12-03,2.hipo,1,1,1,2266.94,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001820,DR.Seya US,LD01827,,,,鲜萃魔坊(杭州)科技服务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",NULL,,T0,7496182454940174923,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
