LD_002901,Asuperpro,LD02933,,,,氦心科技（深圳）有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494081619270862811,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002902,krstudio,LD02934,,,,氦心科技（深圳）有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494081615338899109,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002903,Fairywill-UK,LD02935,,,,(null),Beauty&FMCG,HIPO靶向商家,美区T5,Beauty & Personal Care,NULL,,T0,7494721573319707419,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002904,FASHION CLUB 1,LD02936,,,,阳江市铭安贸易有限公司,Fashion,HIPO靶向商家,美区T5,Shoes,NULL,,T0,7494930458112723184,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002905,HomeSnug,LD02937,,,,莆田市尧蔓商贸有限公司,Home&Living,HIPO靶向商家,美区T5,Textiles & Soft Furnishings,NULL,,T0,7496181773973425118,新开国,faye.liu,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002906,Hsia,LD02938,,,,"SEEDING CO., LIMITED",Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494613110434007089,育商,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,,7494613110434007089,,,,,,7494613110434007089,已填写,,,,,,,,2022-05-12,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002907,Honeycomb Shop47,LD02939,,,,厦门沐维数智科技有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,NULL,7494118099277612468,新开国,tangwei.012,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002908,Wavytalk JP,LD02940,,,,中山韶明科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T5,Beauty & Personal Care,Personal Care Appliances,,NULL,7496203338850732418,新开国,liqi.seven,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496039527960119409,,,,,,7496039527960119409,已填写,,,,,,,,2024-12-30,3.other,1,1,1,10334.36,T2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002909,1423official store,LD02941,,,,深圳双双服饰有限公司,Home&Living,HIPO靶向商家,美区T4,Collectibles,NULL,,NULL,7494101207117235444,育商,NULL,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,,7496125306449856677,,,,,,7496125306449856677,已填写,,,,,,,,2025-12-16,2.hipo,1,1,1,12585.62,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002910,Hibbent Global Store,LD02942,,,,厦门星昇厨卫科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Improvement,NULL,,NULL,7496270389413448394,新开国,faye.liu,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496161943001860499,,,,,,7496161943001860499,已填写,,,,,,,,2025-04-25,2.hipo,1,0,0,0.00,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
