LD_002351,SKYFIRE US,LD02368,,,,广州浮光电子科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",/,,T3,7495879427322121111,家具家装,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7496235256284810197,,,,,,,7496235256284810197,已填写,2025-10-17,2.hipo,1,1,1,21722.83,T2,,,,,,,,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002352,MAYICIVO.US,LD02369,,,,广州后浪电子商务科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Festive & Party Supplies,,T2,7495485346496547406,日用家纺,tian,,,,/,/,/,,是,1-待触达,,,,,,,,7496179473321789621,,,,,,7496179473321789621,已填写,,,,,,,,2025-05-08,2.hipo,0,0,0,0.00,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002353,Hot selling toys world,LD02370,,,,广州启悟贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Classic & Novelty Toys,,T1,7496103474205854667,快消生活,wangshu.jasmine,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002354,FENUN Baby Sharkk,LD02371,,,,广州踏龙贸易有限公司（聚合）,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Baby Furniture,,T4,7495452868453960609,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002355,Made4Pets,LD02372,,,,杭州赛旺电子商务科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Dog & Cat Furniture,,T2,7495750018093910289,快消生活,wanghongbo,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002356,GreatstarOfficialStore,LD02373,必招 7 月,,,杭州优创佳贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Tools & Hardware,Hand Tools,,T4,8647366942163966154,汽摩工具,xuyanyun,BD,江家徵,,电商负责人 - 王静怡,@王静怡,/,,是,5-已入驻,,,,,,,7496151491190229194,7496151491190229194,,,,,,,已填写,2025-04-24,1.skm,1,1,1,16991.59,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002357,PHF,LD02374,,AM招商推进,,江苏明远创意家居科技有限公司,Home&Living,HIPO靶向商家,CNOB,Textiles & Soft Furnishings,Bedding and Linens,,T4,7495563296070273034,日用家纺,zhongjie.ma,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002358,Cheaper Express Shopping,LD02375,,,,济南抖书集传媒有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,NULL,8656239356193444555,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002359,Liapu-store,LD02376,,,,全星,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Home Care Supplies,,T3,7495859952807741793,NULL,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002360,-SmileQueen-,LD02377,,,,上海光柳洁贸易有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",/,,T45,7496270065771776095,日用家纺,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496270065771776095,7496270065771776095,,,,,,7496270065771776095,已填写,2026-02-08,2.hipo,1,1,1,7359.55,T2,2026-02-02,2.hipo,1,1,1,6830.10,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
