LD_005561,loyo,LD05603,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Baby & Maternity,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005562,ULANZI UK,LD05604,,,,深圳市七筐子科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,T0,7494083414821799145,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7494678020318594695,,,,,,,7494678020318594695,已填写,2026-05-29,2.hipo,1,1,1,174.12,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005563,AOVOPRO JP,LD05605,,,,永康市摩西科技有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,NULL,7496289662277421333,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005564,Hohem Global Shop,LD05606,,,,深圳市浩瀚卓越科技有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,NULL,,T0,7494588181719976936,育商,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,7494588181719976936,,,,,,7494588181719976936,已填写,,,,,,,,2022-04-11,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005565,AOVOPRO US,LD05607,必招 7 月,,,永康市摩西科技有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,Fitness,,T2,7495908486698863259,运动潮奢,liziyin.plumlee,BD,李泽,,/,/,/,,是,4-入驻中,,,,,,,7496202227879086220,7496202227879086220,,,,,,7496202227879086220,已填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_005566,Tideway Store,LD05608,必招 7 月,,,FOCUSEE LTD,Beauty&FMCG,HIPO靶向商家,美区T5,Beauty & Personal Care,Haircare & Styling,,T4,7494461433577507659,3C,patonlam,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,7494461433577507659,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005567,SWEET MAYHEM,LD05609,,,,/,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Women's Underwear,,T2,7495162285133564899,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005568,Sweetcrispy Official,LD05610,,,,/,Home&Living,HIPO靶向商家,美区T5,Furniture,Indoor Furniture,,T5,7495657286590434018,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005569,JOYTUTUS,LD05611,,,,广州早中晚电子商务有限公司,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,NULL,,T0,8648708471846312603,新开国,zhujiayi.chris,,,,/,/,/,,是,5-已入驻,,,,,,,7495999010207598791,7495999010207598791,,,,,,7495999010207598791,已填写,2025-03-24,2.hipo,1,1,1,127633.90,T4,2025-03-24,2.hipo,1,1,1,304637.50,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005570,Popilush,LD05612,领航计划增补,,,厦门峻新服饰有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,/,,T5,7496114102056552632,NULL,NULL,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,,7496062822962858701,,,,,,7496062822962858701,已填写,,,,,,,,2025-01-24,2.hipo,1,1,1,836558.66,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
