LD_001731,DOPI GLOBAL VN,LD01737,,,,DOPI,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001732,APoEM,LD01738,,,,Flawless Lab Limited,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Skincare,,T2,7495961160359249995,育商,xuhanwen.19,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001733,freshinyskincare.ph,LD01739,,,,Freshiny（聚合）,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001734,Bodibreze.Indonesia,LD01740,,AM招商推进,,广州蜚美,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,Skincare,,T5,7496252928214665336,快消生活,chenhaihua,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001735,モーキス Mooekiss Official,LD01741,,,,Mooekiss,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty,Makeup,,NULL,7496222256432711773,新开国,zhujiayi.chris,BD,夏春雨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001736,O.TWO.O MAKEUP PH,LD01742,,,,O.TWO.O,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001737,PAPAFEEL,LD01743,,,,PAPAFEEL（聚合）,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001738,Pramy TH,LD01744,,,,pramy,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001739,HEYXI.Indonesia,LD01745,,,,PT HAN FANG COSMETICS INTERNATIONAL TRADING,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001740,Facerinna my,LD01746,,AM招商推进,,广州蜚美,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,Skincare,,T5,7496252928214665336,快消生活,chenhaihua,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
