LD_001671,Gnoce Jewelry Store,LD01675,,,,西安歌淼网络科技有限责任公司,Fashion,HIPO靶向商家,CNOB,Fashion,Costume Jewelry & Accessories,,T1,7496153594411452843,服饰服配,liyaoyao.y,,,,/,/,/,,是,1-待触达,,,,,,,7496169730109770226,,,,,,,7496169730109770226,已填写,2025-04-30,3.other,1,0,0,,T0,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001672,Rhine & Harmony store TH 1,LD01676,,,,义乌市倍添美服饰商行(个体工商户),Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001673,Anmo Yoga,LD01677,,,,义乌市凯南供应链有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001674,Home Back,LD01678,,,,云南巨慧眼商贸有限责任公司,Fashion,HIPO靶向商家,CNOB,Fashion,NULL,,T0,7494147061083374631,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001675,GENUWII,LD01679,,,,中山骏友商业有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Bottoms,,T2,7495976643570469639,服饰服配,cicigao,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001676,KS DEMING,LD01680,,,,中山市翊熙服饰科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001677,ESR US,LD01681,,AM招商推进,,维屿（香港）科技有限公司,3C,HIPO靶向商家,CNOB,Phones & Electronics,Mobile Phone Accessories,,T4,7495274372865887163,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001678,LIBAI-USA1,LD01682,必招 7 月,,,星石集团（聚合）,Home&Living,HIPO靶向商家,CNOB,Phones & Electronics,Mobile Phone Accessories,,T3,7496199918312458572,3C,zhuxiaoyi.suki,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,7496200084673694543,,,,,,,7496200084673694543,已填写,2025-05-22,2.hipo,1,1,1,5624.14,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001679,Xring,LD01683,必招 7 月,,,乐平市商城峰装饰材料店,3C,HIPO靶向商家,CNOB,Phones & Electronics,Mobile Phone Accessories,,T3,7495336680294746245,3C,huanghaoxuan.123,BD,李泽,,运营,@刘紫艳,深圳,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001680,SASPOO Direct,LD01684,,,,泉州春晟茶业有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Office Stationery & Supplies,,T2,7495784392429308163,3C,zengjing.9712,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
