LD_006611,BrownBomb,LD06661,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,卢海貂,T3,7495744021935851681,服饰服配,zhoujie.jessie,AM,,郭晓彤,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006612,espoir USA,LD06662,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7496115126157084710,快消生活,nicole.899,AM,,俞欣洁,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006613,Pawtoto,LD06663,,AM招商推进,,/,Beauty&FMCG,/,/,Toys & Hobbies,Classic & Novelty Toys,,T3,7496144886222456925,快消生活,wangzhen.chris,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006614,CozylouciaUS,LD06664,,AM招商推进,,/,Fashion,/,/,Luggage & Bags,Women's Bags,,T3,7496085147374291277,运动潮奢,zhaomin66,AM,,张玲,/,/,/,,是,5-已入驻,,,,,,,7494198885205837184,7494195807139694394,,,,,,,已填写,2025-10-13,2.hipo,1,1,1,995.13,T1,2025-10-11,3.other,1,1,1,38312.87,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006615,Giryj llc,LD06665,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7496165048273504597,服饰服配,gaolei.52800,AM,,陈晓,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006616,CuteGiraffe,LD06666,,AM招商推进,,/,3C,/,/,Phones & Electronics,Smart & Wearable Devices,,T3,7495827787597777727,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006617,BABYCOO,LD06667,,AM招商推进,,/,Beauty&FMCG,/,/,Baby & Maternity,Baby Travel Gear,,T3,7496149428813990665,快消生活,fanwenjun.215,AM,,陈杏妹,康总,kgy2011,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006618,FIKWOT Direct Store,LD06668,,AM招商推进,,/,3C,/,/,Computers & Office Equipment,Data Storage & Software,,T3,7495810194948262297,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006619,larry z store,LD06669,,,,/,Beauty&FMCG,/,/,#N/A,/,,#N/A,7494088425214936695,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006620,ZC Store,LD06670,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T3,7495829604995074172,汽摩工具,xunan.97520,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
