LD_003101,Hibbent Shop,LD03135,,,,厦门星昇厨卫科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Improvement,NULL,,T0,7496161943001860499,新开国,chengxiongcai.1,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496161943001860499,,,,,,7496161943001860499,已填写,,,,,,,,2025-04-25,2.hipo,1,0,0,0.00,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_003102,Ugreen Store,LD03136,,,,HONG KONG UGREEN LIMITED,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,NULL,,T0,8646925953265666653,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494645450894772829,,,,,,7494645450894772829,已填写,,,,,,,,2022-07-19,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003103,KASIO TOTO,LD03137,,,,扬科（深圳）贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,Hardware,,T1,7496208188873345477,新开国,chengxiongcai.1,,,,/,/,/,,是,1-待触达,,,,,,,,7496208188873345477,,,,,,7496208188873345477,已填写,,,,,,,,2025-05-26,2.hipo,1,1,1,2130.63,T1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003104,YOOGOO,LD03138,,,,(null),Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494452141705169835,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003105,EUDORA Harmony Jewelry,LD03139,,,,深圳市美怡兴首饰有限公司,Fashion,HIPO靶向商家,美区T5,Jewelry Accessories & Derivatives,NULL,,T0,7496166952010419183,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496166583892412871,,,,,,7496166583892412871,已填写,,,,,,,,2025-04-29,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003106,Teenro,LD03140,,,,泉州市峥为贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Home Improvement,NULL,,T0,7494568208400288336,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003107,POP MART Online Shop,LD03141,,,,POP MART HONG KONG LIMITED,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,NULL,,T0,7495028805965810666,育商,wangchenxin.888,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003108,Tibibee - Quality Toys,LD03142,,,,河南新融世电商有限公司,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,NULL,,T0,7494259192440063732,新开国,chloeguo.03,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003109,Mr. Wang,LD03143,,,,深圳赫美时尚传媒有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494766770077010139,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003110,WILJOJ,LD03144,,,,厦门同领百川科技有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Personal Care Appliances,,T1,7495880345834916468,3C,chloe.123,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
