LD_007601,Poolhacker,LD07651,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Garden Supplies,,T4,7495569746184472713,家具家装,chenhaichao.0621,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007602,Tewiky US,LD07652,,AM招商推进,,/,Fashion,/,/,Jewelry Accessories & Derivatives,Artificial Gemstones,祝航宇,T4,7496156703836506773,运动潮奢,yanbailu,AM,,张玲,义乌欧叶,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007603,CATTIBOR,LD07653,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Underwear & Socks,,T4,7495806556412676117,服饰服配,youwenhao.ywh,AM,,罗才鑫,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007604,LumenCore,LD07654,,AM招商推进,,/,Home&Living,/,/,Automotive & Motorcycle,Car Repair Tools,,T4,7496163409090218207,汽摩工具,shenrongfeng,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007605,Garvee Store,LD07655,,AM招商推进,,/,Home&Living,/,/,Household Appliances,Household Textiles,,T3,7495883448084957631,家具家装,pengqi.lovework,AM,,韩希雯,/,S,/,,是,5-已入驻,,,,,,,7496158853388077581,7496158853388077581,,,,,,,已填写,2025-04-23,1.skm,1,1,1,40726.48,T3,2025-07-09,2.hipo,0,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007606,PADOX.FAN,LD07656,,AM招商推进,,/,3C,/,/,Phones & Electronics,Universal Accessories,,T4,7495567850155641408,3C,panzimo.666,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007607,Danysu Store,LD07657,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,金惠芷,T4,7495882565037623670,服饰服配,cicigao,AM,,谢冰沁Bibi,待建联 入驻UK 捞户,/,/,,是,5-已入驻,,,,,,,7495882565037623670,7495882565037623670,,,,,,,已填写,2025-09-19,2.hipo,1,0,0,,T0,2025-09-18,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007608,TopHatHype SHOP,LD07658,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T4,7494087967824512938,服饰服配,wangrui.wil,AM,,陈晓,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LD_007609,ALEADER,LD07659,,AM招商推进,,/,Fashion,/,/,Shoes,Sports Footwear,梁震秋,T4,7495875665189505816,运动潮奢,wuhao.howie,AM,,张玲,/,/,/,,是,5-已入驻,,,,,,,,7494691288808785280,,,,,,,已填写,,,,,,,,2026-06-04,3.other,1,1,1,21932.33,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007610,LayRoad,LD07660,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496273038968785765,家具家装,pengqi.lovework,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
