LD_006841,SOFA-IN-BOX,LD06891,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496239578454002664,家具家装,wangsong.0925,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006842,Praskylife US,LD06892,,AM招商推进,,/,3C,/,/,Household Appliances,Kitchen Appliances,,T3,7496049634702887457,3C,patonlam,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006843,SnugNiture,LD06893,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495808989281487515,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006844,TAYTUU,LD06894,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7495989322398730315,日用家纺,wangchangli,AM,,刘雨欣,/,/,/,,是,5-已入驻,taytuu HKDECBWWQLT8,,,,,,7495989322398730315,,,,,,,,已填写,2026-07-13,2.hipo,1,0,,,T0,,,,,,,,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LD_006845,Egadgets us,LD06895,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Electrical Equipment & Supplies,,T3,7495845766013356309,日用家纺,lirang.131,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006846,Innioasis Shop,LD06896,,,,/,3C,/,/,#N/A,/,,T3,7494173478877365712,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006847,MANZI Online Store,LD06897,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,,T3,7496123007319771297,服饰服配,zhaoyingyi.zz,AM,,Millie Cheng,浙江君合,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006848,WellMall,LD06898,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T3,7496011350628993337,日用家纺,johanna.jiao,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006849,coodo.online,LD06899,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,梁震秋,T3,7496013250725054597,服饰服配,youwenhao.ywh,AM,,Millie Cheng,待直客+AM拉群,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006850,Welldone,LD06900,,AM招商推进,,/,Home&Living,/,/,Beauty & Personal Care,Makeup,,T3,7495821129181268625,汽摩工具,tangyong.allen,AM,,王妙辰,/,/,/,,是,5-已入驻,,,,,,,,7494248608377767374,,,,,,,已填写,,,,,,,,2025-12-05,3.other,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
