LD_008261,ATTRACOOfficial,LD08311,,,fashion自补,/,Fashion,/,/,Sports & Outdoor,Women's Tops,,T4,7495677141934115816,服饰服配,NULL,,,谢冰沁Bibi,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008262,COLAMY,LD08312,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T4,7495315823719647759,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496208384360155606,,,,,,,7496208384360155606,已填写,2025-05-29,1.skm,1,1,1,0.00,T0,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008263,HJST Mens clothing,LD08313,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7495978832691693806,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495978832691693806,7495978832691693806,,,,,,7495978832691693806,已填写,2025-10-13,2.hipo,1,1,0,0.00,T0,2025-10-12,2.hipo,1,1,0,0.00,T0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
LD_008264,Mercury Cell Mart,LD08314,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495369447090587688,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008265,FITORY,LD08315,,,,/,Fashion,/,/,Shoes,/,,T3,7495387498590800040,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494250223038072278,,,,,,7494250223038072278,已填写,,,,,,,,2025-11-20,2.hipo,1,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008266,NOCTRL,LD08316,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7494097373853877939,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008267,Bling Hair Wigs Shop,LD08317,,,fashion自补,/,Fashion,/,/,Fashion Accessories,/,,T3,7495821899339237806,服饰服配,NULL,,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,7496139104027838762,,,,,,,7496139104027838762,已填写,2025-04-07,2.hipo,1,1,1,14521.85,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008268,CHLOE SHOP,LD08318,,,,/,/,/,/,Home Improvement,/,,T3,7496221331549162090,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008269,CASEKOO,LD08319,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495479927098411886,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008270,NORTIV 8,LD08320,,,,/,Fashion,/,/,Shoes,/,,T3,7496016124651997581,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496016124651997581,,,,,,,7496016124651997581,已填写,,1.skm,0,0,0,,T0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
