LD_007281,Huanex,LD07331,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7496152431911930664,快消生活,wanghuarong.925,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007282,JGS1996 Mall,LD07332,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Suits & Sets,金惠芷,T3,7495894705987094680,服饰服配,xiechaoquan,AM,,Millie Cheng,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007283,Arsoxy INC,LD07333,,,,/,Fashion,/,/,#N/A,/,,#N/A,7495396502760425863,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007284,JC FITNESS,LD07334,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Fitness,,T3,7496225641102150281,运动潮奢,yuna.xu,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007285,UGEM,LD07335,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Camping & Hiking,陈鲁宁,T3,7495678523832830791,运动潮奢,chenwei.003,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007286,VAGUYGY SHOP,LD07336,,,,/,Beauty&FMCG,/,/,#N/A,/,,#N/A,7496021849638144085,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007287,Toy Theory,LD07337,,AM招商推进,,/,Beauty&FMCG,/,/,Home Supplies,Dog & Cat Grooming,,T3,7495303655842154561,快消生活,wangzhen.chris,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007288,Oluck US,LD07338,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Fragrance,,T3,7494336484138321605,快消生活,nicole.899,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007289,WeaveNook,LD07339,,,,/,Fashion,/,/,#N/A,/,,#N/A,7494374743810344159,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007290,Yousify,LD07340,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,王蓝婧,T3,7494157184055084081,服饰服配,tongjing.1019,AM,,谢冰沁Bibi,子不语,/,/,,是,5-已入驻,,,,,,,7494363301593188074,7494363301593188074,,,,,,,已填写,,,,,,,,2026-01-13,3.other,1,1,1,892.76,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
