LD_007931,EACHNOD.US,LD07981,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7496190363019938282,运动潮奢,NULL,,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,7494568604202337374,,,,,,,7494568604202337374,已填写,2026-04-08,2.hipo,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_007932,Haven Piece,LD07982,,,,/,/,/,/,Home Supplies,/,,T3,7494194159684584624,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007933,Angelkiss Bags,LD07983,,,fashion自补,/,Fashion,/,/,Luggage & Bags,/,,T3,7495807877269325824,运动潮奢,NULL,,,张玲,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007934,Old Five,LD07984,,,,/,/,/,/,Home Supplies,/,,T3,7494174922769991449,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007935,LettieKilnArt,LD07985,,,,/,Fashion,/,/,Collectibles,/,,T3,7496015349612448641,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007936,UrbanShell Case,LD07986,,,,/,/,/,/,Phones & Electronics,/,,T3,7496141531562019443,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007937,ADGFCZ SHOP,LD07987,,AM招商推进,fashion自补,/,Fashion,/,/,Fashion Accessories,/,,T3,7494606691132802978,育商,xuhanwen.19,AM,,郭晓彤,尝试打电话,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007938,TryLazy Furniture,LD07988,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T4,7496219579924908940,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007939,Sage Vell,LD07989,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496130455969696699,服饰服配,NULL,,,谢冰沁Bibi,/,/,/,,是,5-已入驻,,,,,,,,7494529908549977997,,,,,,7494529908549977997,已填写,,,,,,,,2026-04-01,2.hipo,1,1,1,1668.29,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007940,HiPlus,LD07990,必招 7 月,,,/,Beauty&FMCG,/,/,Health,Nutrition & Wellness,,T2,7496020568587078595,快消生活,qiulei.0117,BD,张志强,,/,/,/,,是,5-已入驻,,,,,,,7496253909788690599,7496253909788690599,,,,,,7496253909788690599,已填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
