LD_003671,simpeak,LD03711,,,,"KIRIN TECHNOLOGY CO., LIMITED",3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003672,tomshoo,LD03712,,,,义乌市义达科技有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003673,acezuk,LD03713,,,,长沙市成意电子商务有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003674,sanorum,LD03714,,,,Even Button Kft,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003675,bvate,LD03715,,,,VENTUROX SP. Z O.O,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003676,vanmass,LD03716,,,,深圳市蓝苗科技有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003677,rcb tech,LD03717,,,,大同市聚峰泰农业科技有限责任公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003678,hayayu,LD03718,,,,成都祥泽商贸有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Luggage & Bags,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003679,xnzmyn,LD03719,,,,深圳市煊竹印贸易有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003680,mokani,LD03720,,,,深圳市壹鼎行电子商务有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Luggage & Bags,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
