LD_007451,Halo accessories,LD07501,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7494205531103004239,服饰服配,liyaoyao.y,AM,,张玲,/,/,/,,是,5-已入驻,,,,,,,7494705079059384067,,,,,,,,已填写,2026-06-09,3.other,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007452,July 7th shop,LD07502,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7496043098195921022,3C,panzimo.666,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007453,Ms.Jinghua,LD07503,,AM招商推进,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,黄嘉伟,T3,7494241203903890964,服饰服配,shenxueyan,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494670430133848557,,,,,,,已填写,,,,,,,,2022-11-11,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007454,LumeDerm-us,LD07504,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7494354705588717445,3C,kunyuanchen,AM,,胡思倩,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007455,StrideVerseshop,LD07505,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports Footwear,,T3,7494286854412011016,快消生活,qilinyou,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007456,YZHome,LD07506,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7496106831172438472,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007457,Metcr man,LD07507,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Bottoms,彭之茂,T3,7494400780598871137,服饰服配,linyangqin.cyrus7,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,7496301427006606055,7496301427006606055,,,,,,,已填写,,3.other,0,0,0,,T0,2026-06-30,2.hipo,1,1,0,26782.44,T2,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_007458,NYC Vintage Finds,LD07508,,,,/,Fashion,/,/,#N/A,/,,#N/A,7494500798740006600,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007459,DriftStyle,LD07509,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,武卫,T3,7494120228809639637,运动潮奢,zhaomin66,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007460,Coast Thread,LD07510,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Sport & Outdoor Clothing,Candice Zhang,T3,7494221576684210041,服饰服配,youwenhao.ywh,AM,,罗才鑫,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
