LD_005681,Unissu,LD05723,,AM招商推进,fashion自补,"Guangzhou City Qianluo Trading Co., Limited",Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Sports & Outdoor Accessories,黄嘉伟,T3,7496138155366058031,服饰服配,xiechaoquan,AM,,谢冰沁Bibi,千洛，同集团其他品牌已入驻，millie沟通中,/,/,,是,5-已入驻,,,,,,,,7496138155366058031,,,,,,,已填写,,,,,,,,,3.other,0,0,0,,T0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005682,Holipick,LD05724,,AM招商推进,,深圳纳尚贸易有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,"Swimwear, Surfwear & Wetsuits",黄嘉伟,T4,7495557774011435652,运动潮奢,qieyixiao,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005683,Nilight Autos Shop,LD05725,,AM招商推进,,Make Money Limited,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,Car Lights,,T3,7495965806994098330,汽摩工具,doyleyang.yt,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005684,Kerilyn,LD05726,,AM招商推进,,"Hong Kong Anxin Trading Co., Limited",Home&Living,HIPO靶向商家,美区T4,Furniture,Indoor Furniture,,T4,7495766145233554377,家具家装,zhulong.zhu,AM,,韩希雯,/,S,/,,是,5-已入驻,,,,,,,,7495766145233554377,,,,,,,已填写,,,,,,,,2024-08-30,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005685,Dowinx.Furniture,LD05727,,,,杭州趣粒科技有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,/,,T4,7496121107059542429,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494316117519075190,,,,,,,7494316117519075190,已填写,2025-12-19,1.skm,1,1,1,9204.15,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005686,Tahikie Hair Shop,LD05728,,,,许昌华彩发制品有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005687,Yawawe Hair,LD05729,,AM招商推进,fashion自补,许昌市建安区伊莉丝贸易有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,赵亭,T3,7495875628756077438,服饰服配,zhoujie.jessie,AM/BD,江家徵,郭晓彤,佰特,/,/,,是,5-已入驻,,,,,,,7494352968748402374,,,,,,,,已填写,2026-01-16,2.hipo,1,1,1,66027.05,T3,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005688,STICKGOO,LD05730,,AM招商推进,,PANBO GLOBAL LIMITED,Home&Living,HIPO靶向商家,美区T4,Home Improvement,Building Supplies,,T4,7495622954908290021,家具家装,chenhaichao.0621,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005689,CC-Peach Chic,LD05731,,AM招商推进,,深圳市极合创电子商务有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Tops,崔媚君,T4,7494221866674456178,服饰服配,mayinxuan.127,AM,,谢冰沁Bibi,/,/,/,,是,5-已入驻,,,,,,,,7494221866674456178,,,,,,,已填写,,,,,,,,2026-07-03,2.hipo,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LD_005690,PRUNUS-Tech,LD05732,,,,深圳市今铭科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,T3,7495054336199133733,3C,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,7494238582244607800,,,,,,,7494238582244607800,已填写,2025-11-08,2.hipo,0,0,0,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
