LD_001491,Jin Designs,LD01495,,,,/,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Womenswear & Underwear,NULL,,T0,7494499981939411937,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001492,Fanttik,LD01496,,,,/,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,Power Tools,,T5,7495128284160625473,汽摩工具,duqianwen.1,,,,/,/,/,,是,3-商家有意愿,,,,,,,7496117038597048367,7496117038597048367,,,,,,7496117038597048367,已填写,2025-03-20,1.skm,1,1,1,292709.83,T4,2025-03-24,1.skm,1,1,1,98619.53,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001493,Magnetopia,LD01497,必招 7 月,,,/,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Textiles & Soft Furnishings,Fabrics & Sewing Supplies,,T0,7495584576167840191,NULL,NULL,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,7495584576167840191,7495584576167840191,,,,,,7495584576167840191,已填写,,,,,,,,2024-12-30,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001494,VOWNER,LD01498,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Furniture,Indoor Furniture,,T5,7495824155590036438,家具家装,wangsong.0925,,,,/,/,/,,是,1-待触达,,,,,,,7496123982081788531,7496123982081788531,,,,,,7496123982081788531,已填写,2025-03-20,2.hipo,1,1,1,60662.49,T3,2025-06-04,1.skm,1,1,1,8902.27,T2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001495,BAGSMART US,LD01499,必招 7 月,,,/,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496152688749087720,7496152688749087720,,,,,,7496152688749087720,已填写,2025-04-17,1.skm,1,1,1,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001496,OLIGHT,LD01500,,,,深圳市广迪数码科技有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Tools & Hardware,/,,#N/A,7495957908225034532,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496099161143151529,7496099161143151529,,,,,,7496099161143151529,已填写,2025-03-26,2.hipo,1,0,0,,T0,2025-02-25,1.skm,1,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001497,Delimira,LD01501,,,,/,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Womenswear & Underwear,Women's Underwear,,T1,7496159632828238115,新开国,minghuicheng,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,7496159632828238115,7496159632828238115,,,,,,7496159632828238115,已填写,2026-04-23,3.other,1,1,1,777.49,T1,2026-02-26,1.skm,1,1,1,152928.54,T4,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001498,Coros,LD01502,必招 7 月,,,/,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001499,Eittoys,LD01503,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001500,Antimi,LD01504,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
