LD_003081,EaseFurn,LD03115,,,,青岛凯思琳国际贸易有限公司,Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,NULL,,T0,7496201096866531947,新开国,chengxiongcai.1,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496158603568515228,,,,,,7496158603568515228,已填写,,,,,,,,2025-04-22,2.hipo,1,1,1,3379.38,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003082,MABM2YQ220,LD03116,,,,四川屈裙电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7494683847209814790,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003083,HOTWAVE,LD03117,,,,(null),Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,T0,7494543066567969200,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496301441440647874,7496301441440647874,,,,,,7496301441440647874,已填写,2025-12-29,2.hipo,1,0,0,,T0,2025-11-21,2.hipo,1,1,1,19221.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003084,KZZ UK,LD03118,,,,上海南杏之科技有限公司,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Suits & Sets,,T0,7496237092396238940,新开国,liyao.0711,,,,/,/,/,,是,5-已入驻,,,,,,,,7496237092396238940,,,,,,7496237092396238940,已填写,,,,,,,,2025-06-17,2.hipo,1,1,1,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003085,pennybuying,LD03119,,,,广州毕陌贸易有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494077902663485330,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003086,KALUQI STORE,LD03120,,,,晋江市卡陆奇贸易有限责任公司,Fashion,HIPO靶向商家,美区T4,Shoes,NULL,,T0,8646997908509986607,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003087,Merach.JP,LD03121,,,,杭州京歌电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,NULL,7496239758458850299,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7496161812196527037,,,,,,,7496161812196527037,已填写,2025-04-29,1.skm,1,1,1,548115.26,T5,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003088,KissLove Hair,LD03122,,,,禹州市明美工艺品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,,T0,7495359918457850783,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003089,TorlamDirect,LD03123,,,,深圳维骆科技有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,NULL,7496281197350914723,新开国,chenqing.0918,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_003090,VIPbeautyWig,LD03124,,,,许昌美莱克发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7494730963851577399,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
