LD_002231,DR.RERDIA1,LD02246,,,,广州市微歌瑞科技有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494494811695776770,,,,,,7494494811695776770,已填写,,,,,,,,2026-03-12,3.other,1,1,1,4302.00,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002232,TIMYEE Singapore Shop,LD02247,,,,广州小锦鲤文化科技有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002233,Moorkoedal.Id,LD02248,,,,广州馨鑫供应链有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002234,Gynable,LD02249,必招 7 月,,,广州源满堂健康科技有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T3,7495895456712460589,快消生活,qilinyou,BD,金慧婷,,/,/,/,,是,5-已入驻,,赵月晨,,,,,7496271246531136490,,,,,,,,已填写,2025-07-23,2.hipo,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002235,Fillizi Finds-IDN,LD02250,,,,广州赞亚网络科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002236,HaiQian-SHOP-VN,LD02251,,,,贵州金塘玉珑商业管理有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002237,HKKA.my,LD02252,,,,杭州百驰贸易有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002238,Moorkoedal,LD02253,,,,杭州乐曙网络科技有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002239,DOCTORS.TH,LD02254,,,,杭州青颜博识生物技术有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002240,LYSMILEGO,LD02255,,,,杭州热度星际科技有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,NULL,,T0,7495273062901385486,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
