LD_000271,maxpeedingrods,LD00271,,,,重庆智悦然贸易有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000272,falary,LD00272,,,,"深圳市信义恒通科技有限公司 (Shenzhen Xinyi Hengtong Technology Co., Ltd.)",Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000273,favoto,LD00273,,,,"深圳市蒙奇利科技有限公司 (Shenzhen Mengqili Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000274,j.ver,LD00274,,,,"义乌市杰威尔服饰有限公司 (Yiwu Jieweier Garment Co., Ltd.)",Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Menswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000275,morpilot,LD00275,,,,"深圳市摩普特科技有限公司 (Shenzhen Mopute Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000276,grandca home,LD00276,,,,广州盈泓网络科技有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000277,kono,LD00277,,,,广州市东灵皮具有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Luggage & Bags,NULL,,NULL,7494459494353766330,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000278,meross,LD00278,,,,成都数组科技有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000279,redchef,LD00279,,,,浙江乐酷厨具有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494511543821502097,,,,,,,7494511543821502097,已填写,2026-03-23,1.skm,1,1,1,16222.16,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_000280,donner,LD00280,,,,"广州蓝深科技有限公司 (Guangzhou Rantion Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
