LD_005611,VINGLI,LD05653,必招 7 月,,,OMNIHOME INC,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T4,7496210775853534197,日用家纺,lige.08042,BD,赵月晨,,集团旗下Bonnlo已入驻英欧,/,/,,是,5-已入驻,,,,,,,7496282198472296981,7496210775853534197,,,,,,"7496210775853534197,7496282198472296981",已填写,2025-07-22,2.hipo,1,1,1,23746.15,T2,2025-06-03,1.skm,1,1,1,31465.48,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005612,Bling Hair Beautiful Store,LD05654,,,,许昌百事嘉艺发制品有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,,T3,7495977595533757042,服饰服配,zhoujie.jessie,,,,/,/,/,,是,1-待触达,,,,,,,,7496261733645650652,,,,,,7496261733645650652,已填写,,,,,,,,2025-07-04,2.hipo,1,1,1,89061.00,T3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005613,CurlyMe Hair Store,LD05655,必招 7 月,AM招商推进,fashion自补,WK BEAUTY INC,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,赵亭,T4,7495159390186474155,服饰服配,zhoujie.jessie,AM/BD,赵月晨,郭晓彤,@郭晓彤,/,/,,是,5-已入驻,,,,,,,7494352968748402374,7494352968748402374,,,,,,"7494426817392445764,7494352968748402374",已填写,2026-01-16,2.hipo,1,1,1,66027.05,T3,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005614,Ember Ink,LD05656,,,,广州继信钊百货有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,NULL,,T0,7494230524403287054,育商,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005615,OLLAS,LD05657,,AM招商推进,,扬州威嘉体育用品有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Sports & Outdoor Accessories,马思宇,T5,7496104429856328405,运动潮奢,liziyin.plumlee,AM,,张玲,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005616,JYYGEMScu,LD05658,必招 7 月,,,长沙晶易易贸易有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Collectibles,Lucky Draw,,T4,7496161862940527089,育商,songli.0901,BD,赵月晨,王宁,/,/,/,,是,5-已入驻,,,,,,,7496117150431546193,7496117150431546193,,,,,,7496117150431546193,已填写,2025-04-10,2.hipo,1,1,1,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005617,SatinStones,LD05659,,,,HK QINGQIANSHI HUNDRED GOODS LIMITED,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494413636770563385,,,,,,7494413636770563385,已填写,,,,,,,,2026-02-10,2.hipo,1,1,1,6936.21,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005618,Sage Vell,LD05660,,AM招商推进,fashion自补,VOGUE LINK LIMITED,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Tops,Candice Zhang,T1,7496130455969696699,服饰服配,zhaoyingyi.zz,AM/BD,江家徵,谢冰沁Bibi,/,/,/,,是,5-已入驻,,,,,,,,7494529908549977997,,,,,,7494529908549977997,已填写,,,,,,,,2026-04-01,2.hipo,1,1,1,1668.29,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005619,Momanda.Official,LD05661,,,,"GUANGZHOU JIMU NETWORK TECHNOLOGY CO., LIMITED",Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Underwear,,T4,7496101251606088224,服饰服配,youwenhao.ywh,,,,/,/,/,,是,1-待触达,,,,,,,,7496101251606088224,,,,,,7496101251606088224,已填写,,,,,,,,2026-03-17,2.hipo,1,1,1,,T0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005620,Nalupatio,LD05662,,,,杭州呜哩哩科技有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Indoor Furniture,,T4,7495900697576769759,家具家装,guona.rena,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
