LD_008031,VITURE US,LD08081,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495840804677978780,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008032,SkinHarbor,LD08082,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Bath & Body Care,,T4,7496109731667806542,快消生活,songli.0901,BD,张志强,,/,/,/,,是,5-已入驻,,王中发  过了直邮22号下店,,,,,7494791467845191560,,,,,,,,已填写,2026-07-22,3.other,1,0,,,T0,,,,,,,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1
LD_008033,TFIT US OFFICIAL,LD08083,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T2,7496259081032927287,快消生活,huangyaqian.echo,BD,张志强,,池旻择,/,深圳前海,,是,2-已触达/沟通中,,约了池总 前海办公,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008034,TerraBasics,LD08084,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7494233747741116216,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008035,YUNyu,LD08085,,,,/,Home&Living,/,/,Home Supplies,/,,T3,7496132694378449493,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008036,HOTWAVEUS,LD08086,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7495120848392849859,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496275497542060314,,,,,,7496275497542060314,已填写,,,,,,,,2025-07-14,2.hipo,1,1,1,1929.42,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008037,TYV FireScent,LD08087,,,,/,Home&Living,/,/,Home Supplies,/,,T3,7494516013052494972,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008038,HMOLIKH,LD08088,,,,/,/,/,/,Tools & Hardware,/,,T3,7496032045249366589,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008039,Comhoma Shop,LD08089,,,,/,Home&Living,/,/,Furniture,/,,T3,7495659437189138823,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008040,jiujiu37,LD08090,,,,/,/,/,/,Phones & Electronics,/,,T3,7496022853278140911,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
