LD_002641,Timeleshop,LD02669,,,,深圳市星临科技有限公司,3C,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,T4,7495857858207910439,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7495859070732307117,,,,,,7495859070732307117,已填写,,,,,,,,2025-06-11,2.hipo,0,0,0,0.00,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002642,Thinkwork,LD02670,,AM招商推进,,HONG KONG ZHONGHANG TECHNOLOGY LIMITED,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,Power Tools,,T4,7495567528100006460,汽摩工具,xuyanyun,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002643,LYTOWEL,LD02671,,,,深圳市立乐洋科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Bathroom Supplies,,T2,7496218250948413578,日用家纺,yangli.lee,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002644,Ulanzi,LD02672,,,,深圳市七筐子科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,#N/A,7496241420187568781,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7495786079431396053,,,,,,,7495786079431396053,已填写,2025-05-23,1.skm,1,1,1,3338.70,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002645,Bliss Weave,LD02673,,,,绿春福旷商贸有限公司,Home&Living,HIPO靶向商家,美区T4,Textiles & Soft Furnishings,Bedding and Linens,,T2,7496311436624955757,育商,xuhanwen.19,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002646,Potaroma Pets,LD02674,,,,上海荃莱科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Pet Supplies,/,,T3,7495703461522082241,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496284302631536745,,,,,,7496284302631536745,已填写,,,,,,,,2025-07-22,2.hipo,1,1,1,100.86,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002647,Glintsy,LD02675,,,,泉州云牌服饰有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Sports & Outdoor Accessories,,T2,7494161483962680795,运动潮奢,wanwan.888,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002648,TST US,LD02676,,AM招商推进,,深圳卓鼎环汇贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T4,7496023422311958883,运动潮奢,yuna.xu,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002649,Living Stone,LD02677,必招 7 月,,,WUleft INC,Beauty&FMCG,HIPO靶向商家,美区T4,Toys & Hobbies,Sports & Outdoor Play,,T3,7495161050082019572,快消生活,wangzhen.chris,BD,金慧婷,,/,/,/,,是,5-已入驻,,,,,,,7496102154353805538,7496102154353805538,,,,,,,已填写,2025-03-15,2.hipo,1,1,1,180.00,T1,2025-02-28,1.skm,1,1,1,2542.98,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002650,cocoshopglobal,LD02678,必招 7 月,AM招商推进,fashion自补,义乌市亿刀了电子商务有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Costume Jewelry & Accessories,,T3,7496266680805722885,服饰服配,wangrui.wil,AM/BD,赵月晨,郭晓彤,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,7494622092561058666,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
