LD_006411,Spaco Home,LD06461,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T4,7495135785224145587,家具家装,cainan,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006412,caseethy,LD06462,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7495157002509454313,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006413,OKK Footwear,LD06463,,AM招商推进,,/,Fashion,/,/,Shoes,Men's Shoes,,T3,7495946968122559330,运动潮奢,zhaomin66,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006414,Loyalove Jewelry,LD06464,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,祝航宇,T3,7495868608347409017,服饰服配,liyaoyao.y,AM,,张玲,义乌欧叶,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006415,Colorfulkoala,LD06465,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Bottoms,邱玺,T3,7495314338951826092,服饰服配,xiechaoquan,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006416,BabyBond Store,LD06466,,AM招商推进,,/,Beauty&FMCG,/,/,Baby & Maternity,Baby Furniture,,T3,7495692188255553961,快消生活,fanwenjun.215,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006417,cool-buy,LD06467,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7495411125854636398,服饰服配,liyaoyao.y,AM,,张玲,深圳酷播,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006418,CJRB Cutlery,LD06468,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Hand Tools,,T3,7495998946853816683,汽摩工具,liyanqiu.tk,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006419,Z GALLERIE,LD06469,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Decor,,T3,7496053130701342959,日用家纺,zhouxinrui.zz,AM,,刘雨欣,,/,/,,是,2-已触达/沟通中,美英欧生意共建入驻意向沟通-AM【xinrui&yuxin】,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006420,AWQM,LD06470,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495802157204736876,家具家装,zhulong.zhu,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
