LD_002271,VZZ V,LD02286,,,,深圳市松果派对餐饮文化管理有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",Fragrance,,T2,7496227863867984718,快消生活,nicole.899,BD,夏春雨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002272,MomMed,LD02287,,,,深圳市伟尔泰科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,T3,7495372115105647344,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496156536467196103,,,,,,,7496156536467196103,已填写,2025-04-25,3.other,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002273,Sellion VN,LD02288,,,,深圳市香溢电子商务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002274,Kamyuens vn official,LD02289,,,,松年（云南）进出口有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Grocery,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002275,Kind Patches MX,LD02290,,,,苏州方向文化传媒股份有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,Nutrition & Wellness,,NULL,7494151841729054195,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002276,VEV Wellness Store,LD02291,必招 7 月,,,泰安阿洛夫网络科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Health,Nutrition & Wellness,,T2,7496088107798793074,快消生活,qiulei.0117,BD,江家徵,,老板 - Lucy,@lucy,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_002277,Bomb Bear Shoe Shop,LD02292,,,,台州市利城供应链管理有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002278,ELEVIVA HEALTH,LD02293,,,,潍坊嘉瑞电子商务有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Mom & Babies, Health",/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002279,Oxyelle Store,LD02294,,,,謝爾蘭德商貿有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002280,Eguoo Wellness,LD02295,,,,西咸新区沣东新城涣薇鲜百货店(个体工商户),Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,NULL,,NULL,8655049779189486556,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
