LD_007951,VELLOY,LD08001,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7494120697798755950,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007952,Giraffe Tools,LD08002,必招 7 月,,,/,3C,/,/,Household Appliances,Garden Supplies,,T4,7495167384868915491,3C,patonlam,BD,李泽,,/,/,杭州,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007953,BON BAM KORO SHOP,LD08003,,,,/,/,/,/,Phones & Electronics,/,,T3,7495961634252228969,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007954,youre cool,LD08004,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494254051398026302,服饰服配,NULL,,,谢冰沁Bibi,像素星河,/,/,,是,2-已触达/沟通中,,,,,,,7494254051398026302,7494254051398026302,,,,,,7494254051398026302,已填写,2026-06-26,3.other,1,0,0,,T0,2026-06-12,2.hipo,1,1,1,210.96,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_007955,The best pillow2,LD08005,,,,/,/,/,/,Textiles & Soft Furnishings,/,,T3,7494260939530142797,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007956,Tewiky official,LD08006,,,fashion自补,/,Fashion,/,/,Fashion Accessories,/,,T3,7495819186104666929,服饰服配,NULL,,,张玲,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007957,HALOVIDA,LD08007,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T1,7495766083577613006,新开国,chenqing.0918,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495766083577613006,7495766083577613006,,,,,,7495766083577613006,已填写,2025-06-19,2.hipo,1,0,0,,T0,2025-07-05,2.hipo,1,1,1,487.59,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007958,Jarmelo,LD08008,必招 7 月,,,/,Beauty&FMCG,/,/,Toys & Hobbies,Educational Toys,,T0,7495795223405628374,新开国,yangkangkang.231,BD,张志强,,/,/,/,,是,2-已触达/沟通中,,广告推的人不行am陈珊羽沟通中国,,,,,7494339998793631148,7494339998793631148,,,,,,7494339998793631148,已填写,,,,,,,,2025-12-31,3.other,1,1,1,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_007959,NF Marketplace,LD08009,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494167498752099548,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494167498752099548,7494167498752099548,,,,,,7494167498752099548,已填写,2025-12-12,2.hipo,1,1,0,37.32,T1,2025-11-18,2.hipo,1,1,1,621.02,T1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
LD_007960,NexusAudio Specialty Store,LD08010,必招 7 月,,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7495675590083905690,新开国,wanglizhen.321,BD,李泽,,/,/,/,,是,5-已入驻,,,,,,,7495675590083905690,7495675590083905690,,,,,,7495675590083905690,已填写,2025-05-27,2.hipo,1,1,1,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
