LD_005591,Halara shop,LD05633,,,,Full Scale Full Speed Inc.,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,/,,T5,7495918771470502637,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,7494542612017022903,,,,,,,7494542612017022903,已填写,2026-04-01,1.skm,1,1,1,768116.69,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005592,Yesnap Health,LD05634,必招 7 月,,,ROMASS INC,Beauty&FMCG,HIPO靶向商家,美区T5,Health,Nutrition & Wellness,,T4,7494590211951920650,快消生活,qilinyou,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494706978748532112,7494196483578758734,,,,,,7494706978748532112,已填写,2026-06-11,3.other,1,1,0,256.13,T1,2025-10-13,2.hipo,1,1,1,2897.24,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_005593,Sunber Hair,LD05635,,,,NADULA E-COMMERCE LIMITED,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,/,,T5,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,7495399301719689364,7495399301719689364,,,,,,7495399301719689364,已填写,2025-11-21,2.hipo,1,0,0,,T0,2026-05-26,2.hipo,1,1,1,42364.30,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005594,Popilush LLC,LD05636,,,,POPILUSH LLC,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Women's Tops,,NULL,8655365493215761220,育商,luoshuai.blue,,,,/,/,/,,是,1-待触达,,,,,,,7494253912237048999,,,,,,,7494253912237048999,已填写,2025-11-17,2.hipo,1,1,1,194253.31,T4,,,,,,,,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005595,OUC,LD05637,,,,石狮恒陌服饰有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,/,,T5,8647518300566427774,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7496190416438855976,7496190416438855976,,,,,,7496190416438855976,已填写,2026-05-08,2.hipo,1,1,1,12403.87,T2,2026-05-08,2.hipo,1,1,1,63781.70,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005596,ONBRILL OFFICIAL,LD05638,必招 7 月,,,深圳市傲彼瑞科技有限公司,Home&Living,HIPO靶向商家,美区T5,Furniture,Indoor Furniture,,T5,7496117038597048367,家具家装,wangsong.0925,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005597,POP MART US LOCAL,LD05639,,,,POP MART AMERICAS INC.,Home&Living,HIPO靶向商家,美区T5,Toys & Hobbies,Classic & Novelty Toys,,T5,7495338510115507009,快消生活,liushanyu.0213,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005598,Jack&Rose Direct,LD05640,,,,梅州冠义科技有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,/,,T5,8647334383824509146,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,7496130289042950362,7496130289042950362,,,,,,7496130289042950362,已填写,2025-04-02,1.skm,1,1,1,163111.81,T4,2025-03-27,2.hipo,1,1,1,63170.46,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005599,BRXL,LD05641,必招 7 月,AM招商推进,fashion自补,"ELITE COLLECTIONS, LLC",Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,Sport & Outdoor Clothing,,NULL,7496079356478130273,运动潮奢,lishachoo,AM/BD,赵月晨,张玲,和新集团已入驻,/,/,,是,5-已入驻,,,,,,,7496320111550958208,7496320111550958208,,,,,,7496320111550958208,已填写,2025-11-27,3.other,1,1,1,8144.75,T2,2025-08-27,1.skm,1,1,1,3664.05,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005600,Halara Glam,LD05642,必招 7 月,,,HK DFS Limited,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Sport & Outdoor Clothing,,T5,7495918771470502637,运动潮奢,jianglin.jessica,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
