LD_001881,Hykoont Shop,LD01889,,,,深圳市摩尔森照明科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",NULL,,T0,8647389206682638916,家具家装,chloeguo.03,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,7496117190622153284,7496117190622153284,,,,,,7496117190622153284,已填写,2025-05-08,2.hipo,1,0,0,,T0,2025-05-09,2.hipo,1,0,0,,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001882,xinyun8,LD01890,,,,深圳市心韵贸易有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001883,trzzus,LD01891,,,,叹鲜科技(深圳)有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Home Organizers,,T2,7496108244327106833,新开国,wangchangli,,,,/,/,/,,是,1-待触达,,,,,,,7496108244327106833,7496108244327106833,,,,,,7496108244327106833,已填写,2025-08-25,2.hipo,1,0,0,,T0,2025-08-25,2.hipo,1,0,0,,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001884,ZOYUCASE-TH,LD01892,,,,武汉文婷商贸有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001885,q3d117ml,LD01893,,,,香港澤硯貿易有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001886,Lucky Body,LD01894,,,,杭州水歌科技有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001887,SKYROVER,LD01895,,,,skyrover,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Cameras & Photography,,T4,7494173010375443616,3C,yangyuhui,BD,赵月晨,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001888,BMAX OFFICIAL,LD01896,,,,广州新鑫未来信息科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Phones & Tablets,,T2,7496277157140335321,3C,huanghaoxuan.123,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001889,MonsterOfficial.us,LD01897,,,,湖北夏显锋涂料股份有限公司-CNOB,3C,HIPO靶向商家,CNOB,Electronics,/,,T4,7495984850810013910,3C,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,7496063051155016211,7496063051155016211,,,,,,7496063051155016211,已填写,2025-04-07,2.hipo,1,1,1,2810.23,T1,2025-03-25,2.hipo,1,1,1,222.75,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001890,EurekaUS,LD01898,,,,美的（聚合）,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,T0,7495794484725254563,NULL,NULL,BD,李泽,,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
