LD_001801,INTERSECTION FOREST,LD01807,,,,厦门枫象科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496238104411605073,,,,,,,7496238104411605073,已填写,2025-06-19,3.other,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001802,Dr.ville Shop,LD01808,,,,"Ruyushuidi Trading Co., Limited",Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494097590865462849,,,,,,,7494097590865462849,已填写,2026-02-27,3.other,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001803,WOSADO JAPAN,LD01810,,,,深圳前海麦格美科技集团有限公司第四分公司,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty,Makeup,,NULL,7496220699050674496,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001804,cokki care,LD01811,,,,深圳市多喜贸易有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,BHPC,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001805,Bodana Biotechnology,LD01812,,,,深圳市花本姿生物科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001806,Lopeie.Outlet,LD01813,,,,深圳市鲸邸科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",Home Care Supplies,,T2,7495557900182260531,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001807,GORGEOUS OLIVIA-MX,LD01814,,,,深圳市山夏化妆品有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,Makeup,,NULL,7496189511645825032,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001808,Tienda oficial B&Qaugen,LD01815,,,,深圳市诗瀚网络科技有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,Makeup,,NULL,7496054022882757099,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001809,ONLYOU Store,LD01816,,,,深圳市小麦家科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001810,MOPOYAT,LD01817,,,,深圳市旭锦网络科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,Skincare,,NULL,7496108694249441753,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
