LD_002311,Puwu Welder,LD02326,,,,润通龙纳(杭州)跨境电商有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,NULL,8667459591158793724,育商,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002312,SUPER WASH,LD02327,,,,上海虹凝（聚合）,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002313,Ancel Global Official,LD02328,,,,深圳隆美科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,#N/A,7496159880461978304,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496161936063630160,,,,,,7496161936063630160,已填写,,,,,,,,2025-04-25,2.hipo,1,1,1,150.97,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002314,LIBITU Việt Nam,LD02330,,,,乐豪,Home&Living,HIPO靶向商家,CNOB,Home & Living,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002315,COSCH Auto Care,LD02331,,,,延安康盛堂大药房有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002316,GLITofficial,LD02332,,,,悦峰传媒,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002317,DUJOSOO PH,LD02333,,,,麻生集团,Beauty&FMCG,HIPO靶向商家,CNOB,Grocery,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002318,Anydear,LD02334,,,,深圳市瀚海云商科技有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496132510283041479,,,,,,7496132510283041479,已填写,,,,,,,,2025-03-30,2.hipo,1,1,1,5271.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002319,Kuiken Beauty,LD02335,,,,长沙葵垦电子商务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Hand & Foot Care,,T2,7496179270236735661,快消生活,liuburong.emma,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002320,FairySecret Beauty Store,LD02336,,,,大通区孔店乡胡萍烟酒商店,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Feminine Care,,T2,7496211911041583212,快消生活,songli.0901,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
