LD_005271,icarsoft,LD05313,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005272,befen,LD05314,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Shoes,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005273,inspireyes,LD05315,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005274,hwwr,LD05316,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005275,rollingdog,LD05317,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005276,cardirun,LD05318,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005277,xp pen,LD05319,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005278,duaiu,LD05320,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005279,super dreamer,LD05321,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005280,digitnow,LD05322,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
