LD_008301,VEVOR Outdoor Store,LD08351,,,,/,Home&Living,/,/,Home Improvement,/,,T3,7496305715223824436,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496093778224450467,,,,,,7496093778224450467,已填写,,,,,,,,2025-03-04,1.skm,1,1,1,213.26,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008302,Cone Frit,LD08352,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7494250231574595363,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008303,KHLighting,LD08353,,,,/,Home&Living,/,/,Home Improvement,/,,T3,7495999097943001180,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008304,Haven Goods love,LD08354,,AM招商推进,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494200754026088382,育商,xuhanwen.19,AM,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008305,FREE APEX,LD08355,,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,/,,T3,7496063082131655595,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008306,Summit Cycling Inc,LD08356,,,,/,Fashion,/,/,Sports & Outdoor,Fitness,,T3,7494167095189538395,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008307,VivoNu shop,LD08357,,,,/,Beauty&FMCG,/,/,Health,/,,T3,7495968553856961101,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008308,Kaleidos Makeup,LD08358,,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,/,,T3,7495964402858494953,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008309,Humor Viral Tee,LD08359,,AM招商推进,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494250442765534668,服饰服配,zhuyouping,AM,,罗才鑫,需要走本地发货，需要vat,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008310,HomeGen88,LD08360,,,,/,Home&Living,/,/,Furniture,/,,T3,7494317432140302224,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
