LD_001121,lehoo castle,LD01123,,,,汕头市乐久塑胶有限公司,Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Toys & Hobbies,Classic & Novelty Toys,,T2,7495410094711081273,快消生活,wangzhen.chris,,,,/,/,/,,是,1-待触达,,,,,,,7496156792776657321,,,,,,,7496156792776657321,已填写,2025-04-25,3.other,1,0,0,,T0,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001122,trioblade,LD01124,,,,天津众鑫电子科技有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001123,MERACH,LD01125,,,,杭州京歌电子商务有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496161812196527037,,,,,,,7496161812196527037,已填写,2025-04-29,1.skm,1,1,1,548115.26,T5,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001124,bruno marc,LD01126,,,,/,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Shoes,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496165336389421767,7496165336389421767,,,,,,7496165336389421767,已填写,2025-05-26,1.skm,1,1,1,6891.29,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001125,URAQT,LD01127,必招 7 月,,,深圳升讯森电子商务有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,7494101311413716790,7494101311413716790,,,,,,7494101311413716790,已填写,2025-08-23,2.hipo,1,1,1,10319.32,T2,2025-08-25,1.skm,1,1,1,378433.71,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001126,malacasa,LD01128,,,,LAMBDAN INDUSTRIAL LIMITED,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496269052802205891,,,,,,,7496269052802205891,已填写,2025-08-07,1.skm,1,1,1,40820.58,T3,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001127,hellobaby,LD01129,,,,深圳衡悦电子商务有限公司,Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Baby & Maternity,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001128,yashe,LD01130,,,,/,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494641813532149290,,,,,,7494641813532149290,已填写,,,,,,,,2026-05-11,1.skm,1,1,1,146044.68,T4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001129,tilswall,LD01131,,,,/,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496151621186390018,7496151621186390018,,,,,,7496151621186390018,已填写,2025-07-23,1.skm,1,1,1,111160.39,T4,2025-07-08,1.skm,1,1,1,8847.14,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001130,Blukar,LD01132,,,,Blufits Sports Limited,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
