LD_007151,WYFWclothing,LD07201,,,,/,Fashion,/,/,#N/A,/,,T3,7494127923175524109,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007152,VeloxStepUS,LD07202,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,,T3,7496188198662277194,服饰服配,shenxueyan,AM,,罗才鑫,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007153,Homary US,LD07203,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Decor,,T3,7495363462460311596,日用家纺,lirang.131,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007154,Mimilemon Shop,LD07204,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,金惠芷,T3,7496320464965044310,服饰服配,zhangmeng.0408,AM,,Millie Cheng,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007155,NEXFORMX,LD07205,,,,/,Fashion,/,/,#N/A,/,,T3,7496155805348104872,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007156,BSK Herding Ball Official,LD07206,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Accessories,,T3,7496300389401070299,快消生活,wanghongbo,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007157,MiAoli,LD07207,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7494141452295439580,日用家纺,zhouxinrui.zz,AM,,刘雨欣,,/,/,,是,1-待触达,美英欧生意共建入驻意向沟通-AM【xinrui&yuxin】,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007158,PRETEC Store,LD07208,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T3,7496030223880784526,汽摩工具,tangyong.allen,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007159,ONESHOW HOME,LD07209,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Cutlery & Tableware,,T3,7495811746883536942,日用家纺,lishiyun.607,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007160,PIQOLA,LD07210,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7496114975939135862,日用家纺,wangchangli,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,"王长利, 康熙, 刘雨欣",,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
