LD_006421,Sedeta Furniture Shop,LD06471,,AM招商推进,,/,Home&Living,/,/,Furniture,Commercial Furniture,,T3,7496020739542387403,家具家装,wangsong.0925,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006422,odobbej,LD06472,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,邱玺,T3,7496128433675143404,服饰服配,cicigao,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006423,Hikitydirect,LD06473,,,,/,Home&Living,/,/,#N/A,/,,T3,7495582349874924375,汽摩工具,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006424,lahome,LD06474,,AM招商推进,,/,Home&Living,/,/,Textiles & Soft Furnishings,Household Textiles,,T3,7495435068408564349,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006425,Tukio-Tech,LD06475,,AM招商推进,,/,3C,/,/,Phones & Electronics,Smart & Wearable Devices,,T3,7496139284581681852,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006426,YanMALL,LD06476,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7495729532256815904,3C,panzimo.666,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006427,WentronicDirect,LD06477,,AM招商推进,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7496106741758658916,3C,huanghaoxuan.123,AM,,张莞清,谷政君,/,/,,是,5-已入驻,,,,,,,,7496200047250999314,,,,,,,已填写,,,,,,,,2025-06-04,3.other,1,1,1,93610.87,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006428,qvrhairwig,LD06478,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,赵亭,T3,7495829583247935987,服饰服配,weiyue.0123,AM,,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7496277423527922366,,,,,,,已填写,,,,,,,,2025-07-15,2.hipo,1,1,1,12274.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006429,iTree · Vital Tea,LD06479,,AM招商推进,,/,Beauty&FMCG,/,/,Food & Beverages,Drinks,,T3,7496014481976101680,快消生活,zhangguangxin.dennis,AM,,欧阳嘉桦,/,/,洪波,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006430,ROCKROOSTER FOOTWEAR INC,LD06480,,AM招商推进,,/,Fashion,/,/,Shoes,Men's Shoes,,T3,7495153226781395415,运动潮奢,lishachoo,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
