LD_006851,Senpeo,LD06901,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7496144700675558253,服饰服配,liyaoyao.y,AM,,张玲,【UK/EU互通】SATUCOL,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006852,Povasee Direct,LD06902,,,,/,Home&Living,/,/,#N/A,/,,T3,7495737618960648364,汽摩工具,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006853,MINISO Electronic Audio,LD06903,,AM招商推进,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7495688751470185268,3C,wanglizhen.321,AM,,文思琪,/,/,/,,是,5-已入驻,,,,,,,7495688751470185268,7495688751470185268,,,,,,,已填写,2025-04-03,2.hipo,1,1,1,19697.40,T2,2025-04-03,1.skm,1,1,1,13447.92,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006854,Chairus Plus,LD06904,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495748910875707817,家具家装,caoyang.garrison,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006855,Lume Nova,LD06905,,AM招商推进,,/,Home&Living,/,/,Automotive & Motorcycle,Car Electronics,,T3,7494116512882132101,汽摩工具,tangyong.allen,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006856,Drosuud Hair,LD06906,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,,T3,7496160744254966225,服饰服配,weiyue.0123,AM,,郭晓彤,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006857,JINGYIHUAN STORE,LD06907,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7495785260410309296,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006858,Hosdfhe Tee,LD06908,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,彭之茂,T3,7496160000773032886,服饰服配,shenxueyan,AM,,张玲,星熠时代,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006859,BIG ELEPHANT Apparel,LD06909,,AM招商推进,,/,Fashion,/,/,Kids' Fashion,Boys' Clothes,,T3,7495354284609407956,快消生活,zhangguangxin.dennis,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006860,IRAMY,LD06910,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,楼林立,T3,7494149029558126381,服饰服配,zhangmeng.0408,AM,,Millie Cheng,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
