LD_006251,Elevate Activewear,LD06299,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T2,7494459413373224451,育商,xuhanwen.19,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006252,Fancy Fair.,LD06300,必招 7 月,,,/,3C,/,/,#N/A,NULL,,T0,7494197701612176498,NULL,NULL,BD,李京达,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006253,Bonlead,LD06301,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T0,7494603793438377448,运动潮奢,yanbailu,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006254,bilbil Toys,LD06302,必招 7 月,,,/,Fashion,/,/,Collectibles,Entertainment,,T2,7494619271830013545,运动潮奢,yanbailu,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006255,Oaklynny,LD06303,必招 7 月,,,/,3C,/,/,#N/A,NULL,,T0,7494589916523693795,3C,wangzhenwei.1,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006256,Roman Tools,LD06304,必招 7 月,,,/,3C,/,/,#N/A,NULL,,T0,7494317946256590112,3C,yaoxuyiyi,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006257,Wynter,LD06305,必招 7 月,,,/,3C,/,/,#N/A,NULL,,T0,7494591187288688565,3C,wangzhenwei.1,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006258,Ryan Horology,LD06306,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T2,7494650858114221834,服饰服配,liyaoyao.y,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006259,Relylove Luxury,LD06307,必招 7 月,,,/,Fashion,/,/,Pre-Owned,Pre-Loved Luggage & Bags,,T3,7494386849328891853,运动潮奢,hsinyi.7,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006260,Glowishsa,LD06308,必招 7 月,,,/,3C,/,/,#N/A,NULL,,T0,7494591074872886309,3C,wangzhenwei.1,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
