LD_007201,JovenPara,LD07251,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,崔媚君,T3,7496066289238707073,服饰服配,mayinxuan.127,AM,,谢冰沁Bibi,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007202,Mundoven,LD07252,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Suits & Sets,崔媚君,T3,7494099309756843184,服饰服配,mayinxuan.127,AM,,Millie Cheng,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007203,BabyQueen,LD07253,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7496235843536718197,服饰服配,liyaoyao.y,AM,,张玲,还未拉群,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007204,Velo Sphere,LD07254,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495858940130265654,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007205,Palitutu Boot,LD07255,,AM招商推进,,/,Fashion,/,/,Shoes,Men's Shoes,马思宇,T3,7494277169942594582,运动潮奢,zhaomin66,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007206,OmySalon,LD07256,,AM招商推进,,/,Home&Living,/,/,Furniture,Commercial Furniture,,T3,7494233622671951135,家具家装,zhuweiting,AM,,韩希雯,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007207,Educational Toy Happy,LD07257,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Classic & Novelty Toys,,T3,7495761085686777990,快消生活,wangzhen.chris,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007208,GYNLEUX,LD07258,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,肖一凡,T3,7494105364169066403,服饰服配,shenxueyan,AM,,陈晓,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007209,BODIOO,LD07259,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Camping & Hiking,,T3,7495954068978764478,家具家装,chenhaichao.0621,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007210,MUTAK,LD07260,,AM招商推进,,/,3C,/,/,Computers & Office Equipment,Office Stationery & Supplies,,T3,7496115975814941059,3C,zengjing.9712,AM,,文思琪,"7.3日已发消息，美区am已读不回；
7.13再次触达",/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
