LD_002631,AILLSA,LD02659,,,,河南逞娇呈美商贸有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,T4,7495430793064581471,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7495430793064581471,,,,,,7495430793064581471,已填写,,,,,,,,2025-11-06,2.hipo,1,1,1,4187.77,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002632,Home of Comfort-LLC,LD02660,,,,Huayu Tech Electronics Trading Limited,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Bathroom Supplies,,T2,7495990501502192004,日用家纺,wangchangli,,,,/,/,/,,是,1-待触达,,,,,,,7496209495147317815,,,,,,,7496209495147317815,已填写,2026-04-02,3.other,0,0,0,,T0,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002633,New Home Force,LD02661,,,,TURVISION INC,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T4,7496094850628094718,家具家装,pengqi.lovework,BD,李泽,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002634,KJFISTMU,LD02662,,AM招商推进,fashion自补,泉州市中电网络科技有限公司,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,/,钱肖烨,T3,7495571603515738779,服饰服配,youwenhao.ywh,AM,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,7495571603515738779,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002635,Electric finger,LD02663,,AM招商推进,,福州探途电子科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,Universal Accessories,,T3,7496187229039790267,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002636,PRITOM Tech,LD02664,,,,深圳市欢乐云智能科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,T0,8649222035185965777,新开国,liqi.seven,,,,/,/,/,,是,5-已入驻,,,,,,,,7495363205250123971,,,,,,7495363205250123971,已填写,,,,,,,,2024-02-23,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002637,Phueut-Official,LD02665,,,,成都安乐美富信息技术有限公司,3C,HIPO靶向商家,美区T4,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496293252641097814,,,,,,7496293252641097814,已填写,,,,,,,,2025-07-26,2.hipo,1,1,1,0.00,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002638,REDWOON Baby & Kids,LD02666,,,,昆明韧眠真科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Baby & Maternity,NULL,,T2,7495985789400942924,快消生活,fanwenjun.215,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002639,PretiHom Curling iron,LD02667,,,,Pretihom Inc.,3C,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,T4,7495919627555014718,3C,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494816012479203454,,,,,,7494816012479203454,已填写,,,,,,,,2022-11-18,2.hipo,0,0,0,,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002640,ExtreLife store,LD02668,,,,深圳市保世洁照明科技有限公司,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,Mobile Phone Accessories,,T3,7495787628218321234,3C,huanghaoxuan.123,BD,夏春雨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
