LD_007841,Allpowers Store,LD07891,,,,/,/,/,/,Home Improvement,/,,T3,7496304183578626706,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007842,一加、小米、荣耀等,LD07892,必招 7 月,,,凡特,3C,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,/,,/,NULL,NULL,NULL,BD,叶佳智,,张总 业务负责人,/,四川成都,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007843,Chadly bedding,LD07893,,,,/,Home&Living,/,/,Textiles & Soft Furnishings,Bedding and Linens,,T3,7494191040213320854,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007844,Sleek Tee,LD07894,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496201503482219071,服饰服配,shenxueyan,AM,,谢冰沁Bibi,泉州新火集_优创,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007845,小米、realme、Apple、Samsung,LD07895,必招 7 月,,,豪明,3C,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,/,,/,NULL,NULL,NULL,BD,叶佳智,,龚总 CEO,/,深圳南山,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_007846,HYGToys,LD07896,必招 7 月,,,/,Beauty&FMCG,/,/,Toys & Hobbies,Sports & Outdoor Play,,T3,7495824415714544314,快消生活,wangzhen.chris,BD,张志强,,/,/,/,,是,5-已入驻,,,,,,,7494774784985891927,7494774784985891927,,,,,,7494774784985891927,已填写,,,,,,,,2026-07-14,3.other,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
LD_007847,Msrlassn Shop,LD07897,,,,/,Home&Living,/,/,Womenswear & Underwear,/,,T3,7495968731601013021,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494246742261270523,,,,,,,7494246742261270523,已填写,2025-11-10,2.hipo,1,1,1,1394.59,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_007848,HONOR、INSTA360、TCL、传音、Llano等,LD07898,必招 7 月,,,土星科技,3C,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,/,,/,NULL,NULL,NULL,BD,叶佳智,,侯总 CEO,/,深圳福田,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_007849,Kaslandi,LD07899,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495861632025791451,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007850,INNO MINT YOGA,LD07900,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,赵亭,T3,7496203773208987747,育商,zhouruilin.824,AM,,Millie Cheng,待商家通过飞书,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
