LD_001311,Aokosor,LD01314,,,,厦门朗啸科技有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001312,PRITOM World,LD01315,,,,/,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Computers & Office Equipment,/,,#N/A,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496101341491333987,7496101341491333987,,,,,,7496101341491333987,已填写,2025-03-18,1.skm,1,1,1,230905.01,T4,2025-02-26,1.skm,1,1,1,305469.35,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001313,btggg,LD01316,,,,/,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001314,hawthyhome,LD01317,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7494099294403134482,,,,,,,7494099294403134482,已填写,2025-10-13,2.hipo,1,1,1,131726.23,T4,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001315,Bestier,LD01318,,,,深圳市贝斯提亚家居有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001316,huepar,LD01319,,,,珠海镭沃科技有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494826161212853090,,,,,,7494826161212853090,已填写,,,,,,,,2022-11-23,1.skm,0,0,0,,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001317,physkcal,LD01320,,,,宁波巴米商贸有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001318,redragon,LD01321,,,,/,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,/,,T3,7495847745811941648,3C,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,7496144873390835840,7496144873390835840,,,,,,7496144873390835840,已填写,2025-04-11,1.skm,1,1,1,2365.45,T1,2025-04-24,1.skm,1,0,0,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001319,Youyijia,LD01322,,,,上海班莫信息技术有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001320,Comfytemp,LD01323,,,,芯材（深圳）电子商务有限公司,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,#N/A,7495879480505109404,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496147185870801508,7496147185870801508,,,,,,7496147185870801508,已填写,2025-04-11,2.hipo,1,1,1,375.67,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
