LD_003181,MagicJohn.,LD03218,,,,深圳如润数码科技有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,NULL,,T0,7494750187771759454,育商,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,,7496100259977202491,,,,,,7496100259977202491,已填写,,,,,,,,2025-03-04,1.skm,1,1,1,834173.73,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003182,YARRA WIG,LD03219,,,,许昌佰鸿发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7494693301200718371,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496103482077448900,,,,,,7496103482077448900,已填写,,,,,,,,2025-03-03,2.hipo,1,1,1,4974.57,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003183,EBELLO Furniture,LD03220,,,,好麦家信息技术（深圳）有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,/,,#N/A,7496107827617368434,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496107827617368434,,,,,,7496107827617368434,已填写,,,,,,,,2025-03-06,2.hipo,1,1,1,112.61,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003184,Aoran JP Store,LD03221,,,,永康市六道熊贸易有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,NULL,,NULL,7496041261152963118,新开国,zhujiayi.chris,,,,/,/,/,,是,5-已入驻,,,,,,,7494133756262450750,7494133756262450750,,,,,,7494133756262450750,已填写,2025-09-07,2.hipo,0,0,1,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003185,Liberty shop,LD03223,,,,义乌市丝缇工艺品有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,NULL,,T0,7494544592382626774,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003186,WOJITE STORE,LD03224,,,,晋江市沃吉特贸易有限责任公司,Fashion,HIPO靶向商家,美区T4,Shoes,Men's Shoes,,T0,7495443661269076652,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496226778423331339,7496226778423331339,,,,,,7496226778423331339,已填写,,1.skm,0,0,0,,T0,2025-06-16,1.skm,1,1,1,47147.34,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003187,cnofyoe,LD03225,,,,福清市音西冬天空调维修店,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494515894480898513,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003188,Surge Home Store,LD03226,,,,(null),Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494959262788257943,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003189,Wooden Space,LD03227,,,,宁波市初阳文化传媒有限公司,3C,HIPO靶向商家,美区T4,Household Appliances,NULL,,NULL,7496220898971191571,新开国,langzihan.99,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003190,Merach Sports,LD03228,,,,杭州京歌电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,T0,7495866090779085018,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496161812196527037,,,,,,,7496161812196527037,已填写,2025-04-29,1.skm,1,1,1,548115.26,T5,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
