LD_007371,Vaseeka US Store,LD07421,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Garden Tools,,T3,7496156529699097237,家具家装,shenrongfeng,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007372,EDiKANi store,LD07422,,,,/,Fashion,/,/,#N/A,/,,#N/A,7496238115512945388,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007373,Huixin Fashion,LD07423,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Eyewear,,T3,7496180678442191313,服饰服配,wangrui.wil,AM,,郭晓彤,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007374,LunaBloom,LD07424,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Decor,,T2,7494459702349694864,家具家装,johanna.jiao,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007375,LllusionMT,LD07425,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports & Outdoor Accessories,,T3,7494207593672705500,运动潮奢,liziyin.plumlee,AM,,张玲,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007376,Maxgroom.Life,LD07426,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7494103382135637296,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007377,VMAGICCARE-US,LD07427,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T3,7495886381198051974,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007378,FurryJoy Co.,LD07428,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7494420943544288605,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007379,Nuvilite,LD07429,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,杨柳,T3,7494223309609666298,服饰服配,liyaoyao.y,AM,,张玲,【UK/EU互通】Nuvilite,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007380,Wishser,LD07430,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,马思宇,T3,7495802026325215321,服饰服配,youwenhao.ywh,AM,,罗才鑫,精力不够,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
