LD_008221,C Wardrobe,LD08271,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495813451171138228,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008222,Dripex Baby,LD08272,,,,/,Beauty&FMCG,/,/,Toys & Hobbies,Sports & Outdoor Play,,T4,7495861876408813872,快消生活,wangzhen.chris,,,,/,/,/,,是,1-待触达,,,,,,,7496128423975618770,7496128423975618770,,,,,,7496128423975618770,已填写,2025-03-24,1.skm,1,0,0,,T0,2025-04-14,1.skm,1,0,0,,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008223,Shining Art Porcelain,LD08273,,,,/,Fashion,/,/,Collectibles,/,,T3,7494602490756695081,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008224,GRAPENT,LD08274,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496179281413966015,服饰服配,NULL,,,谢冰沁Bibi,GRAPENT新时颖,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008225,ShinyDull,LD08275,,,,/,Fashion,/,/,Luggage & Bags,/,,T3,7494239298162558689,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008226,LisiZen Jewelry,LD08276,,,,/,Fashion,/,/,Fashion Accessories,/,,T3,7494131634432279670,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008227,MEATIN,LD08277,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495904533809957708,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495904533809957708,7495904533809957708,,,,,,7495904533809957708,已填写,2026-05-25,2.hipo,1,1,0,,T0,2026-05-25,2.hipo,1,1,1,2257.72,T1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
LD_008228,ASSEEK,LD08278,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Fragrance,,T4,7496017563351616179,快消生活,nicole.899,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494196483578758734,7494196483578758734,,,,,,,已填写,,,,,,,,2025-10-13,2.hipo,1,1,1,2897.24,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008229,Showreal Humanhair,LD08279,,AM招商推进,fashion自补,/,Fashion,/,/,Fashion Accessories,/,马思宇,T3,7496198127134410849,服饰服配,zhoujie.jessie,AM,,郭晓彤,@郭晓彤,/,/,,是,5-已入驻,,,,,,,7494510959618983121,7494510959618983121,,,,,,,已填写,2026-04-20,3.other,1,1,1,5991.14,T2,2026-03-18,2.hipo,1,1,1,47951.59,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008230,BAYSQUIRREL,LD08280,,,,/,Home&Living,/,/,Home Improvement,/,,T3,7495734221888785105,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
