LD_008051,CommercaTradt,LD08101,,,,/,/,/,/,Home Supplies,/,,T3,7494213799351977470,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008052,SACE LADY US,LD08102,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7495393346480081196,育商,chenhaihua,BD,张志强,,/,/,/,,是,5-已入驻,,,,,,,7496235505590831900,7496235505590831900,,,,,,8647471831222491932,已填写,2025-07-08,2.hipo,1,1,1,17380.63,T2,2025-06-17,2.hipo,1,1,1,6408.19,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008053,VIVONU S,LD08103,必招 7 月,,,/,Beauty&FMCG,/,/,Health,Nutrition & Wellness,,T4,7496180496193915349,快消生活,qiulei.0117,BD,张志强,,/,/,/,,是,4-入驻中,,罗悦本本转popaccu沟通中,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008054,viozon US,LD08104,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495684859727022410,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008055,Puwu Welder,LD08105,,,,/,Home&Living,/,/,Tools & Hardware,/,,T3,7496006229218527740,汽摩工具,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008056,B2PRITY,LD08106,,,fashion自补,/,Fashion,/,/,Sports & Outdoor,"Swimwear, Surfwear & Wetsuits",,T5,7495791559244089522,运动潮奢,NULL,,,张玲,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008057,Neat-Life,LD08107,,,,/,/,/,/,Home Improvement,/,,T3,7494239182468252762,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008058,Qinpeng67y,LD08108,,,,/,Home&Living,/,/,Textiles & Soft Furnishings,Skincare,,T3,7496059531438295900,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008059,FINE TOO,LD08109,,,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,,T4,7495157149645834350,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008060,Clear Space,LD08110,,,,/,/,/,/,Textiles & Soft Furnishings,/,,T3,7496243413465140022,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
