LD_006691,MELOTOUGH,LD06741,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Tool Organizers,,T3,7495793889815660553,汽摩工具,xunan.97520,AM,,周羽中 Ray,/,/,/,,是,5-已入驻,,,,,,,,7495793889815660553,,,,,,,已填写,,,,,,,,2025-03-20,2.hipo,1,1,1,67.67,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006692,Bomb store,LD06742,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7496016111623768612,3C,chloe.123,AM,,张莞清,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006693,ZENY Direct,LD06743,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495836385504168092,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006694,Suprent Clipper,LD06744,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7495303447408969758,3C,chloe.123,AM,,张莞清,/,/,/,,是,5-已入驻,,,,,,,7494374614254454781,,,,,,,,已填写,2026-01-20,3.other,1,1,1,27572.75,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006695,Tessan Shop US,LD06745,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495157097929542394,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006696,Hrreqy,LD06746,,,,/,Fashion,/,/,NULL,NULL,,T3,7495501945511643325,服饰服配,cicigao,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006697,Wonder US,LD06747,,AM招商推进,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7495783822593395220,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006698,QQ-love,LD06748,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Festive & Party Supplies,,T3,7496222329099684811,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006699,Sikaic Furniture Shop,LD06749,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495824385720223972,家具家装,wangsong.0925,AM,,韩希雯,/,S,/,,是,5-已入驻,,,,,,,7496115177531345788,,,,,,,,已填写,2025-03-11,1.skm,1,1,1,37668.47,T3,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006700,XVX Channel,LD06750,,AM招商推进,,/,3C,/,/,Computers & Office Equipment,Computer Accessories,,T3,7495071351168011202,3C,huanghaoxuan.123,AM,,文思琪,已联系美区am拉群，但未回复,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
