LD_007751,Aidonger,LD07801,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,"Swimwear, Surfwear & Wetsuits",梁震秋,T4,7496106982949030866,运动潮奢,qieyixiao,AM,,张玲,艾东尔集团，暂无布局欧洲的计划，泳衣不会再备库存,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007752,STARSTRIPE DENIM,LD07802,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Suits & Sets,,T4,7496163033222580978,服饰服配,jiangshan.amber,AM,,Millie Cheng,红色草鞋,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007753,Bear Baby Appliance,LD07803,,AM招商推进,,/,Beauty&FMCG,/,/,Baby & Maternity,Nursing & Feeding,,T4,7495867372485643186,快消生活,nicole.899,AM,,俞欣洁,pop@陈晴,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007754,Apex Sport,LD07804,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports Footwear,,T5,7494589911531226772,服饰服配,wangzhenwei.1,AM,,张玲,本地仓互通直邮,/,/,,是,7-已清退,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007755,whlss,LD07805,,,,/,Fashion,/,/,#N/A,/,,T4,7494222419887425064,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007756,Focipeysa Lashes,LD07806,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T4,7496147105108036607,快消生活,nicole.899,AM,,俞欣洁,pop@朱嘉懿,/,/,,是,5-已入驻,,,,,,,,7496147105108036607,,,,,,,已填写,,,,,,,,2026-07-02,2.hipo,1,1,,4047.71,T1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
LD_007757,ARTILUME,LD07807,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T4,7494159045561910684,汽摩工具,chenchen.cccc,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007758,Summit Cyclery1,LD07808,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T4,7494299178926966499,运动潮奢,yuna.xu,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007759,GlowVane Lash,LD07809,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T4,7494235544850433052,快消生活,nicole.899,AM,,俞欣洁,pop@朱嘉懿,/,/,,是,5-已入驻,,,,,,,,7494662794138518864,,,,,,,已填写,,,,,,,,2026-06-12,3.other,1,1,1,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007760,Mr.Pink,LD07810,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,黄嘉伟,T4,7494388273853728172,服饰服配,linyangqin.cyrus7,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494388273853728172,,,,,,,已填写,,,,,,,,2026-06-30,2.hipo,1,1,0,656.32,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
