LD_003001,HiFashion,LD03034,,,,苏州联美诚达企业管理咨询合伙企业（有限合伙）,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7494568031085431333,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003002,testcase rondo clover 4001,LD03035,,,,(null),Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7493990731908284001,育商,zhanglei.ad,,,,/,/,/,,是,5-已入驻,,,,,,,7496162090661415410,7496162090661415410,,,,,,7496162090661415410,已填写,2025-04-29,2.hipo,1,1,1,34471.58,T3,2025-05-13,2.hipo,1,1,1,18228.58,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003003,Bling Hair Shops,LD03036,,,,许昌佳瑞发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,,T2,7496103482077448900,新开国,chloeguo.03,,,,/,/,/,,是,5-已入驻,,,,,,,,7496103482077448900,,,,,,7496103482077448900,已填写,,,,,,,,2025-03-03,2.hipo,1,1,1,4974.57,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003004,Hsia.bra,LD03037,,,,"SEEDING CO., LIMITED",Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,/,,#N/A,7496106810635815737,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496106810635815737,7496106810635815737,,,,,,7496106810635815737,已填写,2026-07-10,3.other,1,0,0,,T0,2025-03-04,1.skm,1,1,1,1642551.95,T5,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
LD_003005,judydoll.uk,LD03038,,,,海南芒禾电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Makeup,,T1,7494117928002488047,新开国,wangning.warner,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494117966183302447,,,,,,,7494117966183302447,已填写,2025-09-01,2.hipo,1,0,0,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003006,COLMI UK Smart Wearable Store,LD03039,,,,深圳市汉瑞通科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,Smart & Wearable Devices,,T0,7496208326823479395,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,,7496267716124773137,,,,,,7496267716124773137,已填写,,,,,,,,2025-07-08,2.hipo,1,1,1,83830.29,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003007,tikrock,LD03041,,,,深圳市噢特科技有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494076947356157925,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003008,Get Rich,LD03042,,,,宁波大音希声文化传媒有限公司,3C,HIPO靶向商家,美区T4,Household Appliances,NULL,,T0,7494766930823645467,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003009,DEKO Tools,LD03043,,,,宁波得珂信息技术有限公司,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,NULL,,T0,7494083257429362345,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7496125408268618433,7496125408268618433,,,,,,7496125408268618433,已填写,2025-04-03,2.hipo,1,1,1,,T0,2025-04-21,1.skm,1,0,0,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003010,LYNNONE Studio,LD03044,,,,阳江市易淘贸易有限公司,Fashion,HIPO靶向商家,美区T5,Shoes,NULL,,T0,7494080638446110184,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
