LD_003341,Mega-Max,LD03380,,,,MMax GmbH,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003342,Stor Cliste,LD03381,,,,BIAKO KSNA LTD,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003343,Densch,LD03382,,,,DENSCH DESIGN LIMITED,Home&Living,HIPO靶向商家,AMZ Retailer,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003344,westlifecoboy,LD03383,,,,武汉妙不可严电子商务有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003345,BueroGo,LD03384,,,,大连浩航齐能电子商务科技有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003346,ARENTI EU DIRECT,LD03385,,,,Arenti Europe B.V.,Beauty&FMCG,HIPO靶向商家,AMZ Retailer,Baby & Maternity,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003347,GRUNTON NUMA TRADING LTD,LD03386,,,,GRUNTON NUMA TRADING LTD,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003348,Perfume-shop,LD03387,,,,meineApp.de,Beauty&FMCG,HIPO靶向商家,AMZ Retailer,Beauty & Personal Care,NULL,,T0,7495375299125545479,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494631853996410010,,,,,,,7494631853996410010,已填写,2026-05-06,3.other,1,1,1,582.30,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003349,Hardwareyou España,LD03388,,,,S.LU,3C,HIPO靶向商家,AMZ Retailer,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003350,Seborka,LD03389,,,,/,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
