LD_006701,MuuSi Shop,LD06751,,,,/,Beauty&FMCG,/,/,#N/A,/,,#N/A,7496107752688224846,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006702,Ailcbi US,LD06752,,AM招商推进,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7495469407679646617,3C,yangyilin.1104,AM,,张莞清,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006703,ALEADER US,LD06753,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports Footwear,孙伟杰,T3,7495383436029037203,运动潮奢,wuhao.howie,AM,,张玲,/,/,/,,是,5-已入驻,,,,,,,,7495383436029037203,,,,,,,已填写,,,,,,,,2023-11-14,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_006704,Rich Guy Shop,LD06754,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Miscellaneous Home,,T3,7496136112763340840,日用家纺,lishiyun.607,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006705,Nocciola Toys US,LD06755,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Accessories,,T3,7495169523875612846,快消生活,wanghongbo,AM,,欧阳嘉桦,/,/,/,,是,5-已入驻,,,,,,,7496162856353958851,,,,,,,,已填写,2025-04-29,3.other,1,1,1,29.72,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006706,Holafish Global,LD06756,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,晋莹莹,T3,7496131283706743103,服饰服配,zhaoyingyi.zz,AM,,谢冰沁Bibi,已拉群,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006707,Boxverse,LD06757,,,,/,Fashion,/,/,#N/A,/,,T3,7496159796366182731,运动潮奢,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006708,KUFUNG Direct,LD06758,,AM招商推进,,/,3C,/,/,Home Improvement,Lights & Lighting,,T3,7495809285171546127,3C,huanghaoxuan.123,AM,,文思琪,已联系美区am拉群，但未回复,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006709,LORAINDEE INC,LD06759,,,,/,3C,/,/,#N/A,/,,#N/A,7495975880648657000,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006710,LAKEMID-US,LD06760,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496299882069788926,家具家装,pengqi.lovework,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
