LD_003211,COLMI Shop,LD03249,,,,深圳市汉瑞通科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,NULL,8651750147329132305,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,,7496267716124773137,,,,,,7496267716124773137,已填写,,,,,,,,2025-07-08,2.hipo,1,1,1,83830.29,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003212,SUNLU 3D,LD03251,,,,珠海市三绿实业有限公司,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,NULL,,T0,7494574566840830336,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494117813046904163,,,,,,7494117813046904163,已填写,,,,,,,,2025-09-03,1.skm,1,1,1,499.77,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003213,Ywigs,LD03252,,,,(null),Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,#N/A,7494492556179637553,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494492556179637553,,,,,,7494492556179637553,已填写,,,,,,,,2026-03-13,2.hipo,1,1,1,19448.06,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003214,Molly Shop,LD03253,,,,瑞安市杜堡电子商务有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,NULL,,NULL,7494606614960702576,育商,ouyangmao,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,7495568252568897895,,,,,,7495568252568897895,已填写,,,,,,,,2024-05-14,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003215,JOYCEGU,LD03254,,,,深圳市悦雯网络科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494853299927877986,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003216,FaceWay,LD03255,,,,广州依在明电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494670415871641950,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494670415871641950,,,,,,7494670415871641950,已填写,,,,,,,,2022-07-21,1.skm,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_003217,NELKO,LD03256,,,,珠海鑫奕葆汇科技有限公司,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,/,,T3,7495427334948621020,3C,NULL,,,,/,/,/,,是,4-入驻中,,,,,,,,7496099044283746429,,,,,,7496099044283746429,已填写,,,,,,,,2025-02-24,1.skm,1,1,1,1040.03,T1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
LD_003218,Magic Cottage,LD03257,,,,广州市壹凯轩商贸有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,NULL,,T0,7495678131565071288,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496100259977202491,,,,,,7496100259977202491,已填写,,,,,,,,2025-03-04,1.skm,1,1,1,834173.73,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003219,CY2 KitchJoy,LD03258,,,,"Onlygames Co., Limited",3C,HIPO靶向商家,美区T4,Household Appliances,NULL,,T0,7496266357863975892,日用家纺,lige.08042,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003220,BSQ Technology EU,LD03259,,,,BSQ Technology GmbH,Home&Living,HIPO靶向商家,AMZ Retailer,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
