LD_002501,DOWNCOOL,LD02518,,AM招商推进,,浙江火炬羽毛有限公司,Home&Living,HIPO靶向商家,CNOB,Textiles & Soft Furnishings,Bedding and Linens,,T3,7495537066659777436,日用家纺,chenxi.0722,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002502,GZG-Tool,LD02519,,,,宁波嘉润人工智能有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Hand Tools,,T3,7496183338773810055,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002503,LEXI-US,LD02520,,,,苏州半枝桃贸易有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,#N/A,7494218847316772217,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494297078510421088,,,,,,,7494297078510421088,已填写,2025-12-07,2.hipo,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002504,ASSEEK-US,LD02521,必招 7 月,,,asseek,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",Fragrance,,T4,7496153835175578168,快消生活,nicole.899,BD,金慧婷,,/,/,/,,是,5-已入驻,,,,,,,7496153835175578168,7494196483578758734,,,,,,,已填写,2026-05-20,3.other,1,0,0,,T0,2025-10-13,2.hipo,1,1,1,2897.24,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002505,Dr.Leo-USA,LD02522,必招 7 月,,,Dr.Leo（聚合）,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,Skincare,,T4,7495908559768357057,快消生活,chenhaihua,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495840753502947947,7495840753502947947,,,,,,7495840753502947947,已填写,,,,,,,,2026-01-20,2.hipo,1,1,1,8205.27,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002506,OXYENERGY.US,LD02523,必招 7 月,,,亳州妙享科技有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Health,Nutrition & Wellness,,T3,7496188950055652070,快消生活,qiulei.0117,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002507,Grownsy,LD02524,,,,赣州卓云贸易有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Nursing & Feeding,,T4,7495318034786454159,快消生活,fanwenjun.215,,,,/,/,/,,是,1-待触达,,,,,,,,7494292515648734408,,,,,,7494292515648734408,已填写,,,,,,,,2025-12-15,2.hipo,1,1,1,6437.35,T2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002508,Amos Sweets,LD02525,,,,Amos,Beauty&FMCG,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Snacks,,T3,7495139990291450130,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002509,Airycute Beauty,LD02526,,,,uCoolMe Lashes,Beauty&FMCG,HIPO靶向商家,CNOB,"Beauty, Food & Beverage",NULL,,T0,7496202195009898820,快消生活,chenhaihua,,,,/,/,/,,是,3-商家有意愿,,,,,,,,7494196072654538077,,,,,,7494196072654538077,已填写,,,,,,,,2025-10-11,2.hipo,1,1,1,12134.09,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002510,Carmelie Store,LD02527,,,,广州烨然电子商务科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,T5,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,7496287874601945770,,,,,,7496287874601945770,已填写,,,,,,,,2025-07-22,3.other,1,0,0,0.00,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
