LD_008271,Cherrybetty,LD08321,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496084434790353685,服饰服配,NULL,,,谢冰沁Bibi,/,/,/,,否,1-待触达,,,,,,,,7494489814436382180,,,,,,7494489814436382180,已填写,,,,,,,,2026-03-11,2.hipo,1,0,0,0.00,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008272,enhetk,LD08322,,,,/,Home&Living,/,/,Home Supplies,/,,T3,7495818152065010050,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008273,Tankaneo Fashion,LD08323,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,,T4,7494103160693032303,服饰服配,NULL,,,谢冰沁Bibi,/,/,/,,否,1-待触达,,,,,,,,7496106690563115651,,,,,,7496106690563115651,已填写,,,,,,,,2025-03-03,3.other,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008274,Hcreate,LD08324,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494556456885781759,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008275,MAGIC JOHN USA,LD08325,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495795707448167289,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496139254563769300,,,,,,,7496139254563769300,已填写,2025-04-08,1.skm,1,1,1,1029095.53,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008276,FurnitureFinds Hub,LD08326,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495401129881537445,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008277,DreameUS,LD08327,,,,/,3C,/,/,Household Appliances,/,,T3,7495393233106799521,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496180685249219475,,,,,,,7496180685249219475,已填写,2025-05-27,1.skm,1,1,1,2040381.72,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008278,OopsAllToys,LD08328,,,,/,Fashion,/,/,Collectibles,/,,T3,7494205194664576393,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008279,MatureVogue,LD08329,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494097636104504700,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494097636104504700,7494097636104504700,,,,,,7494097636104504700,已填写,2025-10-29,2.hipo,1,0,0,,T0,2025-10-27,2.hipo,1,1,1,2469.93,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008280,Palette Theory,LD08330,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494182409470510996,服饰服配,NULL,,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
