LD_006051,卿领科技,LD06099,,,,卿领科技,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006052,腾达,LD06100,,,,腾达,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006053,富乐瑞贸易,LD06101,,,,富乐瑞贸易,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006054,溢诚科技,LD06102,,,,溢诚科技,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006055,佰瑞琪,LD06103,,,,佰瑞琪,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006056,珀莱雅,LD06104,,,,珀莱雅,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006057,青岛爱达优,LD06105,,,,青岛爱达优,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006058,严昆电商,LD06106,,,,严昆电商,/,/,/,#N/A,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006059,MEATIN,LD06107,,,,MEATIN,Fashion,/,/,#N/A,NULL,,T0,8649607762663742284,新开国,minghuicheng,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,7495904533809957708,7495904533809957708,,,,,,7495904533809957708,已填写,2026-05-25,2.hipo,1,1,0,,T0,2026-05-25,2.hipo,1,1,1,2257.72,T1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
LD_006060,MUMA LUXE,LD06108,,,,MUMA LUXE,Fashion,/,/,#N/A,NULL,,T0,8649607551606036530,新开国,minghuicheng,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,7496146904642390066,7496146904642390066,,,,,,7496146904642390066,已填写,2026-05-25,2.hipo,1,1,0,,T0,2026-05-25,2.hipo,1,1,1,2408.09,T1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
