LD_006781,Buyzo,LD06831,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496092921467734816,家具家装,chenhaichao.0621,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006782,GJANSH Tool,LD06832,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Measuring Tools,,T4,7496047766331034392,汽摩工具,xunan.97520,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006783,Dr.DreamWhite Oral Care,LD06833,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Nasal & Oral Care,,T3,7496275877118707939,快消生活,songli.0901,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006784,SHEKAR,LD06834,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Car Repair Tools,,T3,7496053335867755465,汽摩工具,xuebaoping,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006785,JUNBAOSS POPULAR,LD06835,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Bottoms,,T3,7496046919403932320,服饰服配,xuchen.quan666,AM,,罗才鑫,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006786,ZING US,LD06836,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Nail Care,,T3,7496034463675550501,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006787,Household Decor CNCEST,LD06837,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Lights & Lighting,,T3,7495152085023164985,日用家纺,zhouxinrui.zz,AM,,刘雨欣,,/,/,,是,2-已触达/沟通中,美英欧生意共建入驻意向沟通-AM【xinrui&yuxin】,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006788,Welpeak,LD06838,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Care Supplies,,T4,7496142526217423390,日用家纺,johanna.jiao,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006789,Aiper Official,LD06839,,AM招商推进,,/,3C,/,/,Household Appliances,Home Appliances,,T3,7496085217263192315,3C,panlin.888,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006790,Primetune shop,LD06840,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7496218607698479203,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
