LD_001351,Thboxes,LD01355,,,,蚌埠市有圣电子商务有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001352,modelones,LD01356,,,,广州智品信息科技有限公司,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494082325597291539,,,,,,7494082325597291539,已填写,,,,,,,,2021-07-16,2.hipo,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001353,auxmir,LD01357,,,,深圳市奥克美尔电子商务有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496246556343241412,,,,,,,7496246556343241412,已填写,2025-06-24,2.hipo,1,1,1,49573.01,T3,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001354,kaoudt,LD01358,,,,/,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001355,xinhome,LD01359,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001356,YOLEO,LD01360,,,,深圳市旭捷贸易有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001357,kemelo,LD01361,,,,/,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001358,Vlazom,LD01362,,,,深圳市雅尚实业发展有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001359,joycat,LD01363,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496099036083292646,,,,,,7496099036083292646,已填写,,,,,,,,2025-02-24,1.skm,1,1,1,739.33,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001360,BYKITCHEN,LD01364,,,,深圳市昌鹤科技有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
