LD_005051,DIYouth,LD05092,,,,苏州蒂予斯贸易有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005052,APTRO,LD05093,,,,北京沐棉熙电子商务有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Automotive & Motorcycle,Men's Tops,,T1,7495645237724613069,运动潮奢,lishachoo,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005053,Funny fly EUR,LD05094,,,,漳州飞尝友趣贸易有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496117965469550784,7496117965469550784,,,,,,7496117965469550784,已填写,,3.other,0,0,0,,T0,2025-03-17,2.hipo,1,1,1,192.85,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005054,HomeBuds,LD05095,,,,深圳市森禾实业有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005055,WAHSON OFFICE CHAIRS,LD05096,,,,杭州宫桢信息技术有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005056,Moxled,LD05097,,,,深圳市澜枫科技有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005057,SPODDA,LD05098,,,,东莞市千橡电子科技有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005058,JJCALL,LD05099,,,,深圳市众拓网络科技有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005059,FreepiFitness,LD05100,,,,新化县韦寿网络科技有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005060,ORSKEY,LD05101,,,,深圳市瑞泓达国际贸易有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
