LD_001081,Zhibai UK,LD01083,,,,/,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001082,Anta Sports Beverly Hills,LD01084,,,,/,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001083,Lin Ning,LD01085,,,,/,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,NULL,,T0,7495919378491870180,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001084,URBAN REVIVO,LD01086,,,,/,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Womenswear & Underwear,/,,T3,7495917660022802782,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7495917660022802782,,,,,,7495917660022802782,已填写,,,,,,,,2026-01-30,1.skm,1,1,1,9646.18,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001085,Deerma,LD01087,,,,/,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494286896307734111,,,,,,7494286896307734111,已填写,,,,,,,,2025-12-03,1.skm,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001086,Dripex,LD01088,,,,深圳市亿皇贸易有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,NULL,,T0,7495523238001609190,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496128423975618770,7496128423975618770,,,,,,7496128423975618770,已填写,2025-03-24,1.skm,1,0,0,,T0,2025-04-14,1.skm,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001087,yonisee,LD01089,,,,/,Beauty&FMCG,战略重点商家,A. 知名品牌｜Recognized Brands,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001088,bottle bottle,LD01090,必招 7 月,,,/,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496079149986843245,7496079149986843245,,,,,,7496079149986843245,已填写,2025-04-01,1.skm,1,1,1,212121.15,T4,2025-02-26,1.skm,1,1,1,275337.01,T4,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001089,xgimi,LD01091,,,,HONGKONG XGIMI INNOVATION TECHNOLOGY COMPANY LTD,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494690866723062875,,,,,,,7494690866723062875,已填写,2026-06-09,1.skm,1,1,1,506.76,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001090,Cupshe UK,LD01092,必招 7 月,,,/,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495304794624723672,7495304794624723672,,,,,,7495304794624723672,已填写,2025-12-16,1.skm,1,1,1,16522.39,T2,2025-11-26,2.hipo,1,1,1,43854.04,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
