LD_006661,DAYBETTER,LD06711,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495960201917860008,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006662,LIFESTYLE SOFA,LD06712,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496319655857457694,家具家装,guona.rena,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006663,MAANGE Cosmetic Tool,LD06713,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7496204363630479699,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,5-已入驻,,,,,,,,7496132544018877411,,,,,,,已填写,,,,,,,,2025-04-07,3.other,1,1,1,197.30,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006664,YQ Store,LD06714,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports & Outdoor Accessories,,T3,7495775596464409219,运动潮奢,zhuyanan.1202,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006665,Aomimegel Official,LD06715,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T3,7496123136613058739,快消生活,songli.0901,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006666,KAER World,LD06716,,AM招商推进,,/,Home&Living,/,/,Furniture,Commercial Furniture,,T3,7494118415098807539,家具家装,pengqi.lovework,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006667,Okay Ant,LD06717,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,陈海燕,T3,7496171999830247479,服饰服配,youwenhao.ywh,AM,,Millie Cheng,/,/,/,,是,2-已触达/沟通中,Friendship Cat官方沟通群,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006668,BePatio,LD06718,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7496109988699343028,日用家纺,yangli.lee,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006669,Vanka Innovations,LD06719,,AM招商推进,,/,3C,/,/,Computers & Office Equipment,Office Stationery & Supplies,,T3,7495352987976370986,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006670,booda design,LD06720,,AM招商推进,,/,Beauty&FMCG,/,/,Toys & Hobbies,DIY,,T3,7496139369651014309,快消生活,liushanyu.0213,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
