LD_008291,Listening Digital,LD08341,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495904598724610138,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495904598724610138,,,,,,,7495904598724610138,已填写,2025-12-10,2.hipo,1,1,1,6331.39,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008292,Yesnap Nature,LD08342,,,,/,Beauty&FMCG,/,/,Health,/,,T3,7494097667858597704,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008293,Orion Motor Tech,LD08343,,,,/,Home&Living,/,/,Automotive & Motorcycle,Car Repair Tools,,T3,7495783092477659646,汽摩工具,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008294,XCHYSTORE,LD08344,,,,/,3C,/,/,Phones & Electronics,/,,T3,7496168396594383320,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008295,Ovela Shop,LD08345,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7496289715473648472,服饰服配,NULL,,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008296,3C Case Shop,LD08346,,,,/,3C,/,/,Phones & Electronics,/,,T3,7496059706857982359,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008297,LITTLE TREE,LD08347,,,,/,Home&Living,/,/,Furniture,/,,T3,7495786347517872390,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008298,KingShine,LD08348,,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,/,,T3,7494544738512897362,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008299,Living Stone,LD08349,,,,/,Beauty&FMCG,/,/,Toys & Hobbies,Sports & Outdoor Play,,T3,7495161050082019572,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496102154353805538,7496102154353805538,,,,,,7496102154353805538,已填写,2025-03-15,2.hipo,1,1,1,180.00,T1,2025-02-28,1.skm,1,1,1,2542.98,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008300,MountainTech Gear House,LD08350,,AM招商推进,fashion自补,/,Fashion,/,/,Sports & Outdoor,/,,T3,7496316936106641562,育商,xuhanwen.19,AM,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
